fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-11-11T13:20:28,2025-11-11 13:20:28,Sin sesión,,,,18,HIRIPRO-03,,24.25,4.109,3.0,0.0,0.0,2.0,1.0,19.4,46.3,2.0,5.0,5.0,23.18,42.34,11.0,0.0,0.0,0.0,0.0,"19837087, 19837088, 19837089, 19837090, 19837091, 19837092, 19837093, 19837094, 19837095, 19837096, 19837097, 19837098, 19837099, 19837100, 19837101, 19837102, 19837103, 19837104, 19837105"
2025-11-11T13:20:25,2025-11-11 13:20:25,Sin sesión,,,,18,HIRIPRO-03,,24.0,4.14,3.0,0.0,0.0,1.0,1.0,19.3,46.2,2.0,5.0,5.0,23.18,42.15,11.0,0.0,0.0,0.0,0.0,"19837031, 19837032, 19837033, 19837034, 19837035, 19837036, 19837037, 19837038, 19837039, 19837040, 19837041, 19837042, 19837043, 19837044, 19837045, 19837046, 19837047, 19837048, 19837049"
2025-11-11T13:20:21,2025-11-11 13:20:21,Sin sesión,,,,18,HIRIPRO-03,,24.0,4.14,3.0,0.0,0.0,1.0,1.0,19.2,46.2,2.0,5.0,5.0,23.1,41.86,11.0,0.0,0.0,0.0,0.0,"19836975, 19836976, 19836977, 19836978, 19836979, 19836980, 19836981, 19836982, 19836983, 19836984, 19836985, 19836986, 19836987, 19836988, 19836989, 19836990, 19836991, 19836992, 19836993"
2025-11-07T14:06:27,2025-11-07 14:06:27,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.021,3.0,0.0,0.0,5043.0,1.0,26.5,39.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588643, 18588644, 18588645, 18588646, 18588647, 18588648, 18588649, 18588650, 18588651, 18588652, 18588653, 18588654, 18588655, 18588656, 18588657, 18588658, 18588659, 18588660, 18588661"
2025-11-07T14:06:25,2025-11-07 14:06:25,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.021,3.0,0.0,0.0,5042.0,1.0,26.4,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588607, 18588608, 18588609, 18588610, 18588611, 18588612, 18588613, 18588614, 18588615, 18588616, 18588617, 18588618, 18588619, 18588620, 18588621, 18588622, 18588623, 18588624, 18588625"
2025-11-07T14:06:21,2025-11-07 14:06:21,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.974,3.0,0.0,0.0,5041.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588571, 18588572, 18588573, 18588574, 18588575, 18588576, 18588577, 18588578, 18588579, 18588580, 18588581, 18588582, 18588583, 18588584, 18588585, 18588586, 18588587, 18588588, 18588589"
2025-11-07T14:06:18,2025-11-07 14:06:18,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.886,3.0,0.0,0.0,5040.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588535, 18588536, 18588537, 18588538, 18588539, 18588540, 18588541, 18588542, 18588543, 18588544, 18588545, 18588546, 18588547, 18588548, 18588549, 18588550, 18588551, 18588552, 18588553"
2025-11-07T14:06:15,2025-11-07 14:06:15,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.886,3.0,0.0,0.0,5039.0,1.0,26.5,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588499, 18588500, 18588501, 18588502, 18588503, 18588504, 18588505, 18588506, 18588507, 18588508, 18588509, 18588510, 18588511, 18588512, 18588513, 18588514, 18588515, 18588516, 18588517"
2025-11-07T14:06:12,2025-11-07 14:06:12,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.934,3.0,0.0,0.0,5038.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588463, 18588464, 18588465, 18588466, 18588467, 18588468, 18588469, 18588470, 18588471, 18588472, 18588473, 18588474, 18588475, 18588476, 18588477, 18588478, 18588479, 18588480, 18588481"
2025-11-07T14:06:09,2025-11-07 14:06:09,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.998,3.0,0.0,0.0,5037.0,1.0,26.4,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588427, 18588428, 18588429, 18588430, 18588431, 18588432, 18588433, 18588434, 18588435, 18588436, 18588437, 18588438, 18588439, 18588440, 18588441, 18588442, 18588443, 18588444, 18588445"
2025-11-07T14:06:06,2025-11-07 14:06:06,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.998,3.0,0.0,0.0,5036.0,1.0,26.5,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588391, 18588392, 18588393, 18588394, 18588395, 18588396, 18588397, 18588398, 18588399, 18588400, 18588401, 18588402, 18588403, 18588404, 18588405, 18588406, 18588407, 18588408, 18588409"
2025-11-07T14:06:02,2025-11-07 14:06:02,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.08,3.0,0.0,0.0,5035.0,1.0,26.4,38.8,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588355, 18588356, 18588357, 18588358, 18588359, 18588360, 18588361, 18588362, 18588363, 18588364, 18588365, 18588366, 18588367, 18588368, 18588369, 18588370, 18588371, 18588372, 18588373"
2025-11-07T14:05:59,2025-11-07 14:05:59,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.971,3.0,0.0,0.0,5034.0,1.0,26.5,38.9,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588319, 18588320, 18588321, 18588322, 18588323, 18588324, 18588325, 18588326, 18588327, 18588328, 18588329, 18588330, 18588331, 18588332, 18588333, 18588334, 18588335, 18588336, 18588337"
2025-11-07T14:05:56,2025-11-07 14:05:56,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.033,3.0,0.0,0.0,5033.0,1.0,26.5,38.9,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588283, 18588284, 18588285, 18588286, 18588287, 18588288, 18588289, 18588290, 18588291, 18588292, 18588293, 18588294, 18588295, 18588296, 18588297, 18588298, 18588299, 18588300, 18588301"
2025-11-07T14:05:53,2025-11-07 14:05:53,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.033,3.0,0.0,0.0,5032.0,1.0,26.5,38.8,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588247, 18588248, 18588249, 18588250, 18588251, 18588252, 18588253, 18588254, 18588255, 18588256, 18588257, 18588258, 18588259, 18588260, 18588261, 18588262, 18588263, 18588264, 18588265"
2025-11-07T14:05:50,2025-11-07 14:05:50,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.033,3.0,0.0,0.0,5031.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588211, 18588212, 18588213, 18588214, 18588215, 18588216, 18588217, 18588218, 18588219, 18588220, 18588221, 18588222, 18588223, 18588224, 18588225, 18588226, 18588227, 18588228, 18588229"
2025-11-07T14:05:47,2025-11-07 14:05:47,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.033,3.0,0.0,0.0,5030.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588175, 18588176, 18588177, 18588178, 18588179, 18588180, 18588181, 18588182, 18588183, 18588184, 18588185, 18588186, 18588187, 18588188, 18588189, 18588190, 18588191, 18588192, 18588193"
2025-11-07T14:05:44,2025-11-07 14:05:44,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.977,3.0,0.0,0.0,5029.0,1.0,26.4,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588139, 18588140, 18588141, 18588142, 18588143, 18588144, 18588145, 18588146, 18588147, 18588148, 18588149, 18588150, 18588151, 18588152, 18588153, 18588154, 18588155, 18588156, 18588157"
2025-11-07T14:05:41,2025-11-07 14:05:41,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.956,3.0,0.0,0.0,5028.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588103, 18588104, 18588105, 18588106, 18588107, 18588108, 18588109, 18588110, 18588111, 18588112, 18588113, 18588114, 18588115, 18588116, 18588117, 18588118, 18588119, 18588120, 18588121"
2025-11-07T14:05:38,2025-11-07 14:05:38,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.064,3.0,0.0,0.0,5027.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588067, 18588068, 18588069, 18588070, 18588071, 18588072, 18588073, 18588074, 18588075, 18588076, 18588077, 18588078, 18588079, 18588080, 18588081, 18588082, 18588083, 18588084, 18588085"
2025-11-07T14:05:35,2025-11-07 14:05:35,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.064,3.0,0.0,0.0,5026.0,1.0,26.4,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18588031, 18588032, 18588033, 18588034, 18588035, 18588036, 18588037, 18588038, 18588039, 18588040, 18588041, 18588042, 18588043, 18588044, 18588045, 18588046, 18588047, 18588048, 18588049"
2025-11-07T14:05:32,2025-11-07 14:05:32,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.012,3.0,0.0,0.0,5025.0,1.0,26.5,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587995, 18587996, 18587997, 18587998, 18587999, 18588000, 18588001, 18588002, 18588003, 18588004, 18588005, 18588006, 18588007, 18588008, 18588009, 18588010, 18588011, 18588012, 18588013"
2025-11-07T14:05:29,2025-11-07 14:05:29,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.012,3.0,0.0,0.0,5024.0,1.0,26.5,38.8,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587942, 18587943, 18587944, 18587945, 18587946, 18587947, 18587948, 18587949, 18587950, 18587951, 18587952, 18587953, 18587954, 18587955, 18587956, 18587957, 18587958, 18587959, 18587960"
2025-11-07T14:05:26,2025-11-07 14:05:26,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.056,3.0,0.0,0.0,5023.0,1.0,26.4,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587889, 18587890, 18587891, 18587892, 18587893, 18587894, 18587895, 18587896, 18587897, 18587898, 18587899, 18587900, 18587901, 18587902, 18587903, 18587904, 18587905, 18587906, 18587907"
2025-11-07T14:05:22,2025-11-07 14:05:22,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.059,3.0,0.0,0.0,5022.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587836, 18587837, 18587838, 18587839, 18587840, 18587841, 18587842, 18587843, 18587844, 18587845, 18587846, 18587847, 18587848, 18587849, 18587850, 18587851, 18587852, 18587853, 18587854"
2025-11-07T14:05:20,2025-11-07 14:05:20,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.952,3.0,0.0,0.0,5021.0,1.0,26.4,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587783, 18587784, 18587785, 18587786, 18587787, 18587788, 18587789, 18587790, 18587791, 18587792, 18587793, 18587794, 18587795, 18587796, 18587797, 18587798, 18587799, 18587800, 18587801"
2025-11-07T14:05:15,2025-11-07 14:05:15,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.952,3.0,0.0,0.0,5020.0,1.0,26.5,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587696, 18587697, 18587698, 18587700, 18587701, 18587703, 18587705, 18587707, 18587709, 18587711, 18587713, 18587714, 18587716, 18587718, 18587720, 18587722, 18587724, 18587726, 18587728"
2025-11-07T14:05:13,2025-11-07 14:05:13,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.993,3.0,0.0,0.0,5019.0,1.0,26.5,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587660, 18587661, 18587662, 18587663, 18587664, 18587665, 18587666, 18587667, 18587668, 18587669, 18587670, 18587671, 18587672, 18587673, 18587674, 18587675, 18587676, 18587677, 18587678"
2025-11-07T14:05:09,2025-11-07 14:05:09,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.979,3.0,0.0,0.0,5018.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587590, 18587591, 18587592, 18587593, 18587594, 18587595, 18587596, 18587597, 18587598, 18587599, 18587600, 18587601, 18587602, 18587603, 18587604, 18587605, 18587606, 18587607, 18587608"
2025-11-07T14:05:06,2025-11-07 14:05:06,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.073,3.0,0.0,0.0,5017.0,1.0,26.4,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587505, 18587506, 18587507, 18587508, 18587509, 18587510, 18587511, 18587512, 18587513, 18587514, 18587515, 18587516, 18587517, 18587518, 18587519, 18587520, 18587521, 18587522, 18587523"
2025-11-07T14:05:03,2025-11-07 14:05:03,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.038,3.0,0.0,0.0,5016.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587452, 18587453, 18587454, 18587455, 18587456, 18587457, 18587458, 18587459, 18587460, 18587461, 18587462, 18587463, 18587464, 18587465, 18587466, 18587467, 18587468, 18587469, 18587470"
2025-11-07T14:05:00,2025-11-07 14:05:00,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.974,3.0,0.0,0.0,5015.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587399, 18587400, 18587401, 18587402, 18587403, 18587404, 18587405, 18587406, 18587407, 18587408, 18587409, 18587410, 18587411, 18587412, 18587413, 18587414, 18587415, 18587416, 18587417"
2025-11-07T14:04:57,2025-11-07 14:04:57,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.017,3.0,0.0,0.0,5014.0,1.0,26.4,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587346, 18587347, 18587348, 18587349, 18587350, 18587351, 18587352, 18587353, 18587354, 18587355, 18587356, 18587357, 18587358, 18587359, 18587360, 18587361, 18587362, 18587363, 18587364"
2025-11-07T14:04:54,2025-11-07 14:04:54,Sin sesión,,,,18,HIRIPRO-03,,33.5,2.987,3.0,0.0,0.0,5013.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587293, 18587294, 18587295, 18587296, 18587297, 18587298, 18587299, 18587300, 18587301, 18587302, 18587303, 18587304, 18587305, 18587306, 18587307, 18587308, 18587309, 18587310, 18587311"
2025-11-07T14:04:50,2025-11-07 14:04:50,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.01,3.0,0.0,0.0,5012.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587229, 18587230, 18587231, 18587232, 18587233, 18587234, 18587235, 18587236, 18587237, 18587238, 18587239, 18587240, 18587241, 18587242, 18587243, 18587244, 18587245, 18587246, 18587247"
2025-11-07T14:04:47,2025-11-07 14:04:47,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.058,3.0,0.0,0.0,5011.0,1.0,26.4,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587176, 18587177, 18587178, 18587179, 18587180, 18587181, 18587182, 18587183, 18587184, 18587185, 18587186, 18587187, 18587188, 18587189, 18587190, 18587191, 18587192, 18587193, 18587194"
2025-11-07T14:04:44,2025-11-07 14:04:44,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.012,3.0,0.0,0.0,5010.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587123, 18587124, 18587125, 18587126, 18587127, 18587128, 18587129, 18587130, 18587131, 18587132, 18587133, 18587134, 18587135, 18587136, 18587137, 18587138, 18587139, 18587140, 18587141"
2025-11-07T14:04:41,2025-11-07 14:04:41,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.998,3.0,0.0,0.0,5009.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587070, 18587071, 18587072, 18587073, 18587074, 18587075, 18587076, 18587077, 18587078, 18587079, 18587080, 18587081, 18587082, 18587083, 18587084, 18587085, 18587086, 18587087, 18587088"
2025-11-07T14:04:38,2025-11-07 14:04:38,Sin sesión,,,,18,HIRIPRO-03,,33.5,2.998,3.0,0.0,0.0,5008.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18587017, 18587018, 18587019, 18587020, 18587021, 18587022, 18587023, 18587024, 18587025, 18587026, 18587027, 18587028, 18587029, 18587030, 18587031, 18587032, 18587033, 18587034, 18587035"
2025-11-07T14:04:35,2025-11-07 14:04:35,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.879,3.0,0.0,0.0,5007.0,1.0,26.4,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586964, 18586965, 18586966, 18586967, 18586968, 18586969, 18586970, 18586971, 18586972, 18586973, 18586974, 18586975, 18586976, 18586977, 18586978, 18586979, 18586980, 18586981, 18586982"
2025-11-07T14:04:32,2025-11-07 14:04:32,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.879,3.0,0.0,0.0,5006.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586911, 18586912, 18586913, 18586914, 18586915, 18586916, 18586917, 18586918, 18586919, 18586920, 18586921, 18586922, 18586923, 18586924, 18586925, 18586926, 18586927, 18586928, 18586929"
2025-11-07T14:04:29,2025-11-07 14:04:29,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.059,3.0,0.0,0.0,5005.0,1.0,26.4,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586858, 18586859, 18586860, 18586861, 18586862, 18586863, 18586864, 18586865, 18586866, 18586867, 18586868, 18586869, 18586870, 18586871, 18586872, 18586873, 18586874, 18586875, 18586876"
2025-11-07T14:04:26,2025-11-07 14:04:26,Sin sesión,,,,18,HIRIPRO-03,,33.5,3.03,3.0,0.0,0.0,5004.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586805, 18586806, 18586807, 18586808, 18586809, 18586810, 18586811, 18586812, 18586813, 18586814, 18586815, 18586816, 18586817, 18586818, 18586819, 18586820, 18586821, 18586822, 18586823"
2025-11-07T14:04:23,2025-11-07 14:04:23,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.938,3.0,0.0,0.0,5003.0,1.0,26.4,38.4,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586752, 18586753, 18586754, 18586755, 18586756, 18586757, 18586758, 18586759, 18586760, 18586761, 18586762, 18586763, 18586764, 18586765, 18586766, 18586767, 18586768, 18586769, 18586770"
2025-11-07T14:04:20,2025-11-07 14:04:20,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.938,3.0,0.0,0.0,5002.0,1.0,26.4,38.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586699, 18586700, 18586701, 18586702, 18586703, 18586704, 18586705, 18586706, 18586707, 18586708, 18586709, 18586710, 18586711, 18586712, 18586713, 18586714, 18586715, 18586716, 18586717"
2025-11-07T14:04:17,2025-11-07 14:04:17,Sin sesión,,,,18,HIRIPRO-03,,33.5,3.031,3.0,0.0,0.0,5001.0,1.0,26.4,38.6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586646, 18586647, 18586648, 18586649, 18586650, 18586651, 18586652, 18586653, 18586654, 18586655, 18586656, 18586657, 18586658, 18586659, 18586660, 18586661, 18586662, 18586663, 18586664"
2025-11-07T14:04:14,2025-11-07 14:04:14,Sin sesión,,,,18,HIRIPRO-03,,33.5,3.043,3.0,0.0,0.0,5000.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586593, 18586594, 18586595, 18586596, 18586597, 18586598, 18586599, 18586600, 18586601, 18586602, 18586603, 18586604, 18586605, 18586606, 18586607, 18586608, 18586609, 18586610, 18586611"
2025-11-07T14:04:11,2025-11-07 14:04:11,Sin sesión,,,,18,HIRIPRO-03,,33.75,2.953,3.0,0.0,0.0,4999.0,1.0,26.4,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586540, 18586541, 18586542, 18586543, 18586544, 18586545, 18586546, 18586547, 18586548, 18586549, 18586550, 18586551, 18586552, 18586553, 18586554, 18586555, 18586556, 18586557, 18586558"
2025-11-07T14:04:08,2025-11-07 14:04:08,Sin sesión,,,,18,HIRIPRO-03,,33.75,3.105,3.0,0.0,0.0,4998.0,1.0,26.5,38.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"18586487, 18586488, 18586489, 18586490, 18586491, 18586492, 18586493, 18586494, 18586495, 18586496, 18586497, 18586498, 18586499, 18586500, 18586501, 18586502, 18586503, 18586504, 18586505"
