fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-12-18T16:05:13,2025-12-18 16:05:13,Sin sesión,,,,18,HIRIPRO-04,,33.0,0.0,4.0,0.0,0.0,1.0,1.0,26.4,40.3,13.0,26.0,25.0,26.73,48.01,17.0,0.0,0.0,0.0,0.0,"32478423, 32478424, 32478425, 32478426, 32478427, 32478428, 32478429, 32478430, 32478431, 32478432, 32478433, 32478434, 32478435, 32478436, 32478437, 32478438, 32478439, 32478440, 32478441"
2025-12-15T13:20:43,2025-12-15 13:20:43,Sin sesión,,,,18,HIRIPRO-04,,32.5,0.0,4.0,-33.391193,-70.499992,52403.0,1.0,27.7,30.3,0.0,3.0,2.0,23.64,38.07,18.0,-33.391193,-70.499992,3.0,0.0,"32268891, 32268892, 32268893, 32268894, 32268895, 32268896, 32268897, 32268898, 32268899, 32268900, 32268901, 32268902, 32268903, 32268904, 32268905, 32268906, 32268907, 32268908, 32268909"
2025-12-15T13:20:40,2025-12-15 13:20:40,Sin sesión,,,,18,HIRIPRO-04,,32.5,0.0,4.0,-33.391193,-70.499992,52402.0,1.0,27.6,30.4,0.0,2.0,1.0,23.71,38.28,18.0,-33.391193,-70.499992,4.0,0.0,"32268866, 32268867, 32268868, 32268869, 32268870, 32268871, 32268872, 32268873, 32268874, 32268875, 32268876, 32268877, 32268878, 32268879, 32268880, 32268881, 32268882, 32268883, 32268884"
2025-12-15T13:20:37,2025-12-15 13:20:37,Sin sesión,,,,18,HIRIPRO-04,,32.25,0.0,4.0,-33.391193,-70.499992,52401.0,1.0,27.7,30.2,1.0,3.0,2.0,23.71,38.4,18.0,-33.391193,-70.499992,4.0,0.0,"32268847, 32268848, 32268849, 32268850, 32268851, 32268852, 32268853, 32268854, 32268855, 32268856, 32268857, 32268858, 32268859, 32268860, 32268861, 32268862, 32268863, 32268864, 32268865"
2025-12-15T13:20:34,2025-12-15 13:20:34,Sin sesión,,,,18,HIRIPRO-04,,32.25,0.0,4.0,-33.391193,-70.499992,52400.0,1.0,27.7,30.4,0.0,2.0,1.0,23.78,38.55,18.0,-33.391193,-70.499992,4.0,0.0,"32268828, 32268829, 32268830, 32268831, 32268832, 32268833, 32268834, 32268835, 32268836, 32268837, 32268838, 32268839, 32268840, 32268841, 32268842, 32268843, 32268844, 32268845, 32268846"
2025-12-15T13:20:31,2025-12-15 13:20:31,Sin sesión,,,,18,HIRIPRO-04,,32.5,0.0,4.0,-33.391193,-70.499992,52399.0,1.0,27.6,30.4,1.0,3.0,2.0,23.76,38.75,18.0,-33.391193,-70.499992,4.0,0.0,"32268809, 32268810, 32268811, 32268812, 32268813, 32268814, 32268815, 32268816, 32268817, 32268818, 32268819, 32268820, 32268821, 32268822, 32268823, 32268824, 32268825, 32268826, 32268827"
2025-12-15T13:20:28,2025-12-15 13:20:28,Sin sesión,,,,18,HIRIPRO-04,,32.25,0.0,4.0,-33.391193,-70.499992,52398.0,1.0,27.6,30.4,0.0,2.0,1.0,23.79,38.94,18.0,-33.391193,-70.499992,4.0,0.0,"32268790, 32268791, 32268792, 32268793, 32268794, 32268795, 32268796, 32268797, 32268798, 32268799, 32268800, 32268801, 32268802, 32268803, 32268804, 32268805, 32268806, 32268807, 32268808"
2025-12-15T13:20:25,2025-12-15 13:20:25,Sin sesión,,,,18,HIRIPRO-04,,32.5,0.0,4.0,-33.391193,-70.499992,52397.0,1.0,27.6,30.4,0.0,2.0,1.0,23.65,39.19,18.0,-33.391193,-70.499992,4.0,0.0,"32268771, 32268772, 32268773, 32268774, 32268775, 32268776, 32268777, 32268778, 32268779, 32268780, 32268781, 32268782, 32268783, 32268784, 32268785, 32268786, 32268787, 32268788, 32268789"
2025-12-15T13:20:22,2025-12-15 13:20:22,Sin sesión,,,,18,HIRIPRO-04,,32.25,0.0,4.0,-33.391193,-70.499992,52396.0,1.0,27.7,30.6,1.0,3.0,2.0,23.54,39.31,18.0,-33.391193,-70.499992,4.0,0.0,"32268752, 32268753, 32268754, 32268755, 32268756, 32268757, 32268758, 32268759, 32268760, 32268761, 32268762, 32268763, 32268764, 32268765, 32268766, 32268767, 32268768, 32268769, 32268770"
2025-12-15T13:20:19,2025-12-15 13:20:19,Sin sesión,,,,18,HIRIPRO-04,,32.25,0.0,4.0,-33.391193,-70.499992,52395.0,1.0,27.6,30.5,1.0,3.0,2.0,23.43,39.32,18.0,-33.391193,-70.499992,3.0,0.0,"32268733, 32268734, 32268735, 32268736, 32268737, 32268738, 32268739, 32268740, 32268741, 32268742, 32268743, 32268744, 32268745, 32268746, 32268747, 32268748, 32268749, 32268750, 32268751"
