fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-12-16T11:25:43,2025-12-16 11:25:43,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,735.0,1.0,,,,,,17.0,,,0.0,0.0,"32328643, 32328644, 32328645, 32328646, 32328647, 32328648, 32328649, 32328650, 32328651, 32328652"
2025-12-16T11:25:39,2025-12-16 11:25:39,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,734.0,1.0,27.5,30.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328619, 32328620, 32328621, 32328622, 32328623, 32328624, 32328625, 32328626, 32328627, 32328628, 32328629, 32328630, 32328631, 32328632, 32328633, 32328634, 32328635"
2025-12-16T11:25:36,2025-12-16 11:25:36,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,733.0,1.0,27.5,30.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328591, 32328592, 32328593, 32328594, 32328595, 32328596, 32328597, 32328598, 32328599, 32328600, 32328601, 32328602, 32328603, 32328604, 32328605, 32328606, 32328607"
2025-12-16T11:25:33,2025-12-16 11:25:33,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,732.0,1.0,27.4,30.1,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32328574, 32328575, 32328576, 32328577, 32328578, 32328579, 32328580, 32328581, 32328582, 32328583, 32328584, 32328585, 32328586, 32328587, 32328588, 32328589, 32328590"
2025-12-16T11:25:31,2025-12-16 11:25:31,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,731.0,1.0,27.4,30.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328557, 32328558, 32328559, 32328560, 32328561, 32328562, 32328563, 32328564, 32328565, 32328566, 32328567, 32328568, 32328569, 32328570, 32328571, 32328572, 32328573"
2025-12-16T11:25:27,2025-12-16 11:25:27,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,730.0,1.0,27.4,30.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328540, 32328541, 32328542, 32328543, 32328544, 32328545, 32328546, 32328547, 32328548, 32328549, 32328550, 32328551, 32328552, 32328553, 32328554, 32328555, 32328556"
2025-12-16T11:25:25,2025-12-16 11:25:25,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,729.0,1.0,27.5,30.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328523, 32328524, 32328525, 32328526, 32328527, 32328528, 32328529, 32328530, 32328531, 32328532, 32328533, 32328534, 32328535, 32328536, 32328537, 32328538, 32328539"
2025-12-16T11:25:21,2025-12-16 11:25:21,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,728.0,1.0,27.4,29.9,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32328506, 32328507, 32328508, 32328509, 32328510, 32328511, 32328512, 32328513, 32328514, 32328515, 32328516, 32328517, 32328518, 32328519, 32328520, 32328521, 32328522"
2025-12-16T11:25:18,2025-12-16 11:25:18,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,727.0,1.0,27.4,30.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32328489, 32328490, 32328491, 32328492, 32328493, 32328494, 32328495, 32328496, 32328497, 32328498, 32328499, 32328500, 32328501, 32328502, 32328503, 32328504, 32328505"
2025-12-16T11:25:15,2025-12-16 11:25:15,Sin sesión,,,,18,HIRIPRO-02,,37.75,0.0,2.0,0.0,0.0,726.0,1.0,27.4,30.2,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32328472, 32328473, 32328474, 32328475, 32328476, 32328477, 32328478, 32328479, 32328480, 32328481, 32328482, 32328483, 32328484, 32328485, 32328486, 32328487, 32328488"
