fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-15T18:31:46,2025-11-15 18:32:29,Sin sesión,,,,13,AGUA-01,,22.44,33.75,12.46,1929.0,8.56,23.0
2025-11-15T19:32:25,2025-11-15 19:33:08,Sin sesión,,,,13,AGUA-01,,22.38,31.5,12.46,1924.0,8.67,21.0
2025-11-15T20:33:00,2025-11-15 20:33:42,Sin sesión,,,,13,AGUA-01,,21.56,26.25,12.44,1880.0,8.86,25.0
2025-11-15T21:33:32,2025-11-15 21:34:15,Sin sesión,,,,13,AGUA-01,,21.31,24.0,12.41,1854.0,8.89,28.0
2025-11-15T22:34:18,2025-11-15 22:35:01,Sin sesión,,,,13,AGUA-01,,21.0,23.75,12.4,1855.0,8.82,25.0
2025-11-15T23:35:04,2025-11-15 23:35:47,Sin sesión,,,,13,AGUA-01,,20.75,23.5,12.39,1827.0,8.76,24.0
2025-11-16T00:35:44,2025-11-16 00:36:26,Sin sesión,,,,13,AGUA-01,,20.69,22.0,12.39,1829.0,8.69,25.0
2025-11-16T01:36:28,2025-11-16 01:37:11,Sin sesión,,,,13,AGUA-01,,20.56,21.75,12.39,1828.0,8.61,22.0
2025-11-16T02:37:14,2025-11-16 02:37:56,Sin sesión,,,,13,AGUA-01,,20.62,21.25,12.39,1823.0,8.65,22.0
2025-11-16T03:37:57,2025-11-16 03:38:39,Sin sesión,,,,13,AGUA-01,,20.5,21.0,12.39,1831.0,8.53,25.0
2025-11-16T04:38:45,2025-11-16 04:39:27,Sin sesión,,,,13,AGUA-01,,20.31,21.5,12.36,1835.0,8.47,27.0
2025-11-16T05:39:33,2025-11-16 05:40:16,Sin sesión,,,,13,AGUA-01,,20.25,21.75,12.38,1840.0,8.46,24.0
2025-11-16T06:40:18,2025-11-16 06:41:01,Sin sesión,,,,13,AGUA-01,,20.19,21.0,12.37,1833.0,8.44,25.0
2025-11-16T07:41:04,2025-11-16 07:41:47,Sin sesión,,,,13,AGUA-01,,20.06,21.25,12.39,1835.0,8.43,25.0
2025-11-16T08:42:02,2025-11-16 08:42:44,Sin sesión,,,,13,AGUA-01,,20.19,25.75,12.39,1806.0,8.37,23.0
