fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-21 12:40:13,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.885,5.0,-33.457531,-70.630371,3139.0,1.0,32.3,25.7,9.0,15.0,13.0,38.14,20.68,25.0,-33.457531,-70.630371,7.0,0.0
2025-10-21 12:40:19,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.885,5.0,-33.457527,-70.630371,3140.0,1.0,32.3,25.7,9.0,15.0,13.0,38.17,20.72,25.0,-33.457527,-70.630371,6.0,0.0
2025-10-21 12:40:24,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.885,5.0,-33.457527,-70.630371,3141.0,1.0,32.3,25.7,14.0,21.0,19.0,38.17,20.82,25.0,-33.457527,-70.630371,6.0,0.0
2025-10-21 12:40:26,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.885,5.0,-33.457527,-70.630371,3142.0,1.0,32.3,25.7,15.0,21.0,20.0,38.17,20.93,25.0,-33.457527,-70.630371,5.0,0.0
2025-10-21 12:40:29,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.88,5.0,-33.457527,-70.630371,3143.0,1.0,32.3,25.8,17.0,25.0,24.0,38.2,20.98,25.0,-33.457527,-70.630371,5.0,0.0
2025-10-21 12:40:38,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.851,5.0,-33.457527,-70.630371,3144.0,1.0,32.3,25.8,17.0,26.0,25.0,38.2,20.94,25.0,-33.457527,-70.630371,6.0,0.0
2025-10-21 12:40:47,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.851,5.0,-33.457527,-70.630371,3145.0,1.0,32.3,25.9,18.0,27.0,25.0,38.27,20.88,25.0,-33.457527,-70.630371,5.0,0.0
2025-10-21 12:40:49,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.851,5.0,-33.457527,-70.630371,3146.0,1.0,32.3,25.9,18.0,25.0,24.0,38.29,20.95,25.0,-33.457527,-70.630371,5.0,0.0
2025-10-21 12:40:55,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.865,5.0,-33.457527,-70.630371,3147.0,1.0,32.3,25.9,17.0,22.0,22.0,38.31,20.86,25.0,-33.457527,-70.630371,6.0,0.0
2025-10-21 12:40:57,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.0,3.865,5.0,-33.457527,-70.630371,3148.0,1.0,32.3,25.9,17.0,23.0,23.0,38.31,20.85,25.0,-33.457527,-70.630371,7.0,0.0
