fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-23 17:28:41,2025-10-23T17:28:41,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.26,5.0,-33.403751,-70.517456,340.0,1.0,24.5,33.4,10.0,12.0,12.0,28.6,27.97,15.0,-33.403751,-70.517456,7.0,33.4
2025-10-23 17:28:44,2025-10-23T17:28:44,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.246,5.0,-33.403973,-70.517349,341.0,1.0,24.6,33.3,9.0,12.0,12.0,28.6,27.65,18.0,-33.403973,-70.517349,7.0,32.4
2025-10-23 17:28:47,2025-10-23T17:28:47,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.257,5.0,-33.404221,-70.517235,342.0,1.0,24.6,33.1,10.0,12.0,12.0,28.64,28.08,18.0,-33.404221,-70.517235,7.0,36.4
2025-10-23 17:28:51,2025-10-23T17:28:51,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.224,5.0,-33.404476,-70.517105,343.0,1.0,24.6,33.1,9.0,12.0,12.0,28.65,28.69,18.0,-33.404476,-70.517105,7.0,37.6
2025-10-23 17:28:54,2025-10-23T17:28:54,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.237,5.0,-33.404739,-70.516968,344.0,1.0,24.6,33.2,11.0,13.0,12.0,28.65,29.17,18.0,-33.404739,-70.516968,7.0,38.5
2025-10-23 17:28:57,2025-10-23T17:28:57,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.249,5.0,-33.405018,-70.516838,345.0,1.0,24.6,33.3,10.0,12.0,11.0,28.67,29.44,18.0,-33.405018,-70.516838,7.0,42.2
2025-10-23 17:29:00,2025-10-23T17:29:00,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.214,5.0,-33.405304,-70.516739,346.0,1.0,24.6,33.4,11.0,14.0,13.0,28.68,29.64,18.0,-33.405304,-70.516739,7.0,38.0
2025-10-23 17:29:03,2025-10-23T17:29:03,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.222,5.0,-33.405575,-70.51667,347.0,1.0,24.6,33.4,10.0,13.0,13.0,28.69,29.71,18.0,-33.405575,-70.51667,7.0,34.4
2025-10-23 17:29:06,2025-10-23T17:29:06,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.231,5.0,-33.405735,-70.516624,348.0,1.0,24.6,33.6,11.0,14.0,13.0,28.69,29.63,18.0,-33.405735,-70.516624,7.0,12.1
2025-10-23 17:29:09,2025-10-23T17:29:09,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.22,5.0,-33.405766,-70.516617,349.0,1.0,24.7,33.6,10.0,13.0,13.0,28.71,29.62,18.0,-33.405766,-70.516617,7.0,0.0
2025-10-23 17:29:12,2025-10-23T17:29:12,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.223,5.0,-33.405762,-70.516624,350.0,1.0,24.7,33.6,10.0,15.0,14.0,28.74,29.3,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:15,2025-10-23T17:29:15,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.23,5.0,-33.405762,-70.516624,351.0,1.0,24.7,33.5,8.0,14.0,12.0,28.75,29.17,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:18,2025-10-23T17:29:18,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.239,5.0,-33.405762,-70.516624,352.0,1.0,24.7,33.4,8.0,14.0,13.0,28.77,29.04,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:22,2025-10-23T17:29:22,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.21,5.0,-33.405762,-70.516624,353.0,1.0,24.7,33.4,8.0,13.0,12.0,28.79,28.87,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:24,2025-10-23T17:29:24,Sin sesión,,,,18,HIRIPRO-05,,30.0,4.21,5.0,-33.405762,-70.516624,354.0,1.0,24.7,33.3,7.0,14.0,12.0,28.78,28.85,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:27,2025-10-23T17:29:27,Sin sesión,,,,18,HIRIPRO-05,,30.25,4.227,5.0,-33.405762,-70.516624,355.0,1.0,24.7,33.3,8.0,14.0,12.0,28.81,28.68,18.0,-33.405762,-70.516624,7.0,0.0
2025-10-23 17:29:30,2025-10-23T17:29:30,Sin sesión,,,,18,HIRIPRO-05,,30.25,4.193,5.0,-33.405769,-70.516617,356.0,1.0,24.7,33.2,9.0,16.0,14.0,28.82,28.73,18.0,-33.405769,-70.516617,7.0,5.8
2025-10-23 17:29:33,2025-10-23T17:29:33,Sin sesión,,,,18,HIRIPRO-05,,30.25,4.192,5.0,-33.405849,-70.516624,357.0,1.0,24.8,33.2,10.0,16.0,15.0,28.82,28.83,18.0,-33.405849,-70.516624,7.0,14.0
