fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-21 13:04:27,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.843,5.0,-33.495346,-70.616806,3318.0,1.0,31.3,25.5,19.0,30.0,29.0,37.0,21.15,22.0,-33.495346,-70.616806,11.0,0.0
2025-10-21 13:04:31,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.852,5.0,-33.495346,-70.616806,3319.0,1.0,31.3,25.6,19.0,31.0,29.0,37.02,21.17,22.0,-33.495346,-70.616806,11.0,0.0
2025-10-21 13:04:34,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.867,5.0,-33.495346,-70.616806,3320.0,1.0,31.3,25.6,19.0,29.0,27.0,36.99,21.19,22.0,-33.495346,-70.616806,11.0,0.0
2025-10-21 13:04:37,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.852,5.0,-33.495346,-70.616806,3321.0,1.0,31.3,25.6,19.0,28.0,27.0,36.99,21.07,22.0,-33.495346,-70.616806,11.0,0.0
2025-10-21 13:04:40,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.856,5.0,-33.495354,-70.616806,3322.0,1.0,31.2,25.6,19.0,28.0,26.0,37.0,21.05,22.0,-33.495354,-70.616806,11.0,0.0
2025-10-21 13:04:43,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.856,5.0,-33.495407,-70.616798,3323.0,1.0,31.2,25.6,18.0,28.0,26.0,36.99,21.03,22.0,-33.495407,-70.616798,11.0,10.6
2025-10-21 13:04:46,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.848,5.0,-33.495483,-70.616783,3324.0,1.0,31.2,25.6,18.0,27.0,25.0,36.96,21.05,22.0,-33.495483,-70.616783,11.0,12.9
2025-10-21 13:04:49,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.85,5.0,-33.495632,-70.61676,3325.0,1.0,31.2,25.6,17.0,27.0,24.0,36.99,21.08,22.0,-33.495632,-70.61676,11.0,25.0
2025-10-21 13:04:52,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.841,5.0,-33.495861,-70.616714,3326.0,1.0,31.2,25.6,17.0,26.0,24.0,36.96,21.1,22.0,-33.495861,-70.616714,11.0,30.0
2025-10-21 13:04:55,2025-10-22T15:10:22,Sin sesión,,,,18,HIRIPRO-05,,39.5,3.847,5.0,-33.49609,-70.616661,3327.0,1.0,31.2,25.5,18.0,27.0,25.0,36.97,21.2,22.0,-33.49609,-70.616661,11.0,33.0
