fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-23 17:51:36,2025-10-23T17:51:36,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.19,5.0,-33.428932,-70.53923,736.0,1.0,26.8,28.8,6.0,8.0,7.0,30.34,25.14,20.0,-33.428932,-70.53923,7.0,0.0
2025-10-23 17:51:40,2025-10-23T17:51:40,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.18,5.0,-33.428932,-70.539238,737.0,1.0,26.8,28.8,6.0,8.0,7.0,30.35,25.03,20.0,-33.428932,-70.539238,7.0,0.0
2025-10-23 17:51:42,2025-10-23T17:51:42,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.172,5.0,-33.428932,-70.539238,738.0,1.0,26.8,28.7,6.0,8.0,7.0,30.36,25.0,20.0,-33.428932,-70.539238,7.0,0.0
2025-10-23 17:51:45,2025-10-23T17:51:45,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.163,5.0,-33.428936,-70.53923,739.0,1.0,26.8,28.8,6.0,7.0,7.0,30.36,25.06,20.0,-33.428936,-70.53923,7.0,0.0
2025-10-23 17:51:49,2025-10-23T17:51:49,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.179,5.0,-33.428936,-70.539223,740.0,1.0,26.8,28.8,6.0,7.0,7.0,30.36,25.06,20.0,-33.428936,-70.539223,7.0,0.0
2025-10-23 17:51:52,2025-10-23T17:51:52,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.179,5.0,-33.42894,-70.539223,741.0,1.0,26.8,28.7,6.0,7.0,7.0,30.35,25.05,20.0,-33.42894,-70.539223,7.0,0.0
2025-10-23 17:51:55,2025-10-23T17:51:55,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.177,5.0,-33.42894,-70.539223,742.0,1.0,26.8,28.7,5.0,7.0,7.0,30.35,25.13,20.0,-33.42894,-70.539223,7.0,0.0
2025-10-23 17:51:57,2025-10-23T17:51:57,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.183,5.0,-33.42894,-70.539215,743.0,1.0,26.8,28.7,6.0,7.0,7.0,30.36,25.19,20.0,-33.42894,-70.539215,7.0,0.0
2025-10-23 17:52:01,2025-10-23T17:52:01,Sin sesión,,,,18,HIRIPRO-05,,33.0,4.178,5.0,-33.42894,-70.539215,744.0,1.0,26.8,28.8,6.0,7.0,7.0,30.36,25.3,20.0,-33.42894,-70.539215,7.0,0.0
2025-10-23 17:52:03,2025-10-23T17:52:03,Sin sesión,,,,18,HIRIPRO-05,,33.25,4.172,5.0,-33.42894,-70.539215,745.0,1.0,26.8,28.8,6.0,7.0,7.0,30.36,25.39,20.0,-33.42894,-70.539215,7.0,0.0
