fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-23 17:45:26,2025-10-23T17:45:26,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.179,5.0,-33.416271,-70.541504,636.0,1.0,26.9,29.9,8.0,9.0,9.0,30.6,25.5,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:29,2025-10-23T17:45:29,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.189,5.0,-33.416271,-70.541504,637.0,1.0,26.9,29.8,8.0,10.0,10.0,30.6,25.58,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:32,2025-10-23T17:45:32,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.185,5.0,-33.416271,-70.541504,638.0,1.0,26.9,29.8,8.0,9.0,9.0,30.62,25.47,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:35,2025-10-23T17:45:35,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.195,5.0,-33.416271,-70.541504,639.0,1.0,26.9,29.8,7.0,11.0,9.0,30.59,25.52,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:38,2025-10-23T17:45:38,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.174,5.0,-33.416271,-70.541504,640.0,1.0,26.9,29.7,8.0,11.0,9.0,30.58,25.53,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:41,2025-10-23T17:45:41,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.2,5.0,-33.416271,-70.541504,641.0,1.0,26.9,29.7,8.0,10.0,9.0,30.59,25.72,18.0,-33.416271,-70.541504,6.0,0.0
2025-10-23 17:45:44,2025-10-23T17:45:44,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.194,5.0,-33.416271,-70.541504,642.0,1.0,26.9,29.7,7.0,10.0,9.0,30.58,25.78,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:47,2025-10-23T17:45:47,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.195,5.0,-33.416271,-70.541504,643.0,1.0,26.9,29.7,7.0,10.0,9.0,30.55,25.79,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:50,2025-10-23T17:45:50,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.206,5.0,-33.416271,-70.541504,644.0,1.0,26.9,29.7,8.0,11.0,10.0,30.56,25.7,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:53,2025-10-23T17:45:53,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.185,5.0,-33.416271,-70.541504,645.0,1.0,26.9,29.7,8.0,11.0,10.0,30.53,25.63,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:45:56,2025-10-23T17:45:56,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.19,5.0,-33.416271,-70.541504,646.0,1.0,26.9,29.7,7.0,10.0,9.0,30.52,25.5,18.0,-33.416271,-70.541504,7.0,0.0
2025-10-23 17:46:00,2025-10-23T17:46:00,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.2,5.0,-33.416267,-70.541504,647.0,1.0,26.9,29.6,8.0,10.0,9.0,30.53,25.5,18.0,-33.416267,-70.541504,7.0,0.0
2025-10-23 17:46:02,2025-10-23T17:46:02,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.187,5.0,-33.416267,-70.541504,648.0,1.0,26.8,29.6,7.0,9.0,9.0,30.51,25.43,18.0,-33.416267,-70.541504,6.0,0.0
2025-10-23 17:46:06,2025-10-23T17:46:06,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.179,5.0,-33.416298,-70.541489,649.0,1.0,26.9,29.6,7.0,10.0,9.0,30.51,25.53,18.0,-33.416298,-70.541489,7.0,12.0
2025-10-23 17:46:09,2025-10-23T17:46:09,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.176,5.0,-33.416424,-70.541451,650.0,1.0,26.9,29.6,7.0,10.0,9.0,30.51,25.64,18.0,-33.416424,-70.541451,7.0,19.9
2025-10-23 17:46:12,2025-10-23T17:46:12,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.17,5.0,-33.416595,-70.541405,651.0,1.0,26.9,29.6,7.0,11.0,10.0,30.51,25.74,18.0,-33.416595,-70.541405,7.0,26.7
2025-10-23 17:46:15,2025-10-23T17:46:15,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.158,5.0,-33.416767,-910.133362,652.0,1.0,26.9,29.6,6.0,9.0,8.0,30.48,25.86,18.0,-33.416767,-910.133362,0.0,24.8
2025-10-23 17:46:18,2025-10-23T17:46:18,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.185,5.0,-33.41679,-70.541122,653.0,1.0,26.9,29.6,6.0,9.0,8.0,30.49,25.67,18.0,-33.41679,-70.541122,7.0,28.5
2025-10-23 17:46:21,2025-10-23T17:46:21,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.183,5.0,-33.416737,-70.54081,654.0,1.0,26.9,29.6,6.0,9.0,8.0,30.46,25.27,18.0,-33.416737,-70.54081,7.0,39.6
2025-10-23 17:46:24,2025-10-23T17:46:24,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.157,5.0,-33.416695,-70.540421,655.0,1.0,26.9,29.6,7.0,10.0,9.0,30.46,25.09,18.0,-33.416695,-70.540421,7.0,47.4
2025-10-23 17:46:27,2025-10-23T17:46:27,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.166,5.0,-33.416641,-70.540001,656.0,1.0,26.8,29.4,6.0,9.0,9.0,30.45,25.18,18.0,-33.416641,-70.540001,8.0,43.0
2025-10-23 17:46:30,2025-10-23T17:46:30,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.179,5.0,-33.416599,-70.539696,657.0,1.0,26.9,29.4,6.0,9.0,9.0,30.42,25.26,18.0,-33.416599,-70.539696,8.0,25.2
2025-10-23 17:46:33,2025-10-23T17:46:33,Sin sesión,,,,18,HIRIPRO-05,,32.5,4.178,5.0,-33.416584,-70.539558,658.0,1.0,26.8,29.3,6.0,9.0,9.0,30.43,25.3,18.0,-33.416584,-70.539558,8.0,7.5
2025-10-23 17:46:36,2025-10-23T17:46:36,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.178,5.0,-33.416576,-70.539528,659.0,1.0,26.8,29.4,7.0,9.0,9.0,30.42,25.41,18.0,-33.416576,-70.539528,8.0,0.0
