fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-27 19:05:13,2025-10-27T19:05:13,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.254,5.0,-33.447311,-70.630875,247.0,1.0,27.7,37.8,0.0,0.0,0.0,32.36,33.69,31.0,-33.447311,-70.630875,9.0,3.5
2025-10-27 19:05:16,2025-10-27T19:05:16,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.257,5.0,-33.447323,-70.630913,248.0,1.0,27.7,37.8,0.0,0.0,0.0,32.36,33.7,31.0,-33.447323,-70.630913,9.0,8.0
2025-10-27 19:05:19,2025-10-27T19:05:19,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.262,5.0,-33.447342,-70.630966,249.0,1.0,27.7,37.8,0.0,0.0,0.0,32.39,33.74,31.0,-33.447342,-70.630966,10.0,5.0
2025-10-27 19:05:22,2025-10-27T19:05:22,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.226,5.0,-33.44735,-70.631012,250.0,1.0,27.7,37.8,0.0,0.0,0.0,32.37,33.66,31.0,-33.44735,-70.631012,10.0,3.1
2025-10-27 19:05:25,2025-10-27T19:05:25,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.238,5.0,-33.447361,-70.631058,251.0,1.0,27.7,37.8,0.0,0.0,0.0,32.37,33.43,31.0,-33.447361,-70.631058,9.0,3.6
2025-10-27 19:05:28,2025-10-27T19:05:28,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.243,5.0,-33.447372,-70.631104,252.0,1.0,27.7,37.8,0.0,0.0,0.0,32.39,33.4,31.0,-33.447372,-70.631104,9.0,6.0
2025-10-27 19:05:31,2025-10-27T19:05:31,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.252,5.0,-33.447392,-70.631157,253.0,1.0,27.7,37.8,0.0,0.0,0.0,32.36,33.53,31.0,-33.447392,-70.631157,9.0,4.9
2025-10-27 19:05:34,2025-10-27T19:05:34,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.241,5.0,-33.447407,-70.631195,254.0,1.0,27.7,37.8,0.0,0.0,0.0,32.39,33.41,31.0,-33.447407,-70.631195,10.0,6.1
2025-10-27 19:05:37,2025-10-27T19:05:37,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.243,5.0,-33.447414,-70.631241,255.0,1.0,27.7,37.8,0.0,0.0,0.0,32.39,33.44,31.0,-33.447414,-70.631241,10.0,6.1
2025-10-27 19:05:41,2025-10-27T19:05:41,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.26,5.0,-33.447422,-70.631294,256.0,1.0,27.7,37.8,0.0,0.0,0.0,32.4,33.53,31.0,-33.447422,-70.631294,9.0,4.9
2025-10-27 19:05:44,2025-10-27T19:05:44,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.259,5.0,-33.44743,-70.631332,257.0,1.0,27.7,37.7,0.0,0.0,0.0,32.4,33.53,31.0,-33.44743,-70.631332,9.0,3.7
2025-10-27 19:05:47,2025-10-27T19:05:47,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.229,5.0,-33.447445,-70.631371,258.0,1.0,27.8,37.8,0.0,0.0,0.0,32.41,33.28,31.0,-33.447445,-70.631371,10.0,2.4
2025-10-27 19:05:49,2025-10-27T19:05:49,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.229,5.0,-33.447449,-70.631439,259.0,1.0,27.7,37.7,0.0,1.0,1.0,32.4,33.28,31.0,-33.447449,-70.631439,9.0,3.3
2025-10-27 19:05:52,2025-10-27T19:05:52,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.267,5.0,-33.447453,-70.631485,260.0,1.0,27.8,37.7,0.0,1.0,1.0,32.41,33.2,31.0,-33.447453,-70.631485,9.0,3.4
2025-10-27 19:05:55,2025-10-27T19:05:55,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.267,5.0,-33.447468,-70.631538,261.0,1.0,27.8,37.7,0.0,0.0,0.0,32.39,33.12,31.0,-33.447468,-70.631538,9.0,4.0
2025-10-27 19:05:58,2025-10-27T19:05:58,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.246,5.0,-33.447475,-70.631584,262.0,1.0,27.8,37.6,0.0,1.0,1.0,32.41,33.22,31.0,-33.447475,-70.631584,9.0,5.4
2025-10-27 19:06:02,2025-10-27T19:06:02,Sin sesión,,,,18,HIRIPRO-05,,32.25,4.25,5.0,-33.447483,-70.63163,263.0,1.0,27.8,37.6,0.0,1.0,1.0,32.41,33.14,31.0,-33.447483,-70.63163,9.0,3.6
