fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SHT-31 [Grados celcius (°C)],SHT-31 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-10-28 13:19:36,2025-10-28T13:19:36,Sin sesión,,,,18,HIRIPRO-05,,52.0,3.826,5.0,-33.391373,-70.5,1906.0,1.0,48.5,32.8,0.0,0.0,0.0,58.7,26.0,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:39,2025-10-28T13:19:39,Sin sesión,,,,18,HIRIPRO-05,,52.0,3.795,5.0,-33.391373,-70.5,1907.0,1.0,48.5,32.8,0.0,0.0,0.0,58.7,25.95,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:42,2025-10-28T13:19:42,Sin sesión,,,,18,HIRIPRO-05,,52.0,3.815,5.0,-33.391373,-70.5,1908.0,1.0,48.5,32.8,0.0,0.0,0.0,58.68,25.99,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:45,2025-10-28T13:19:45,Sin sesión,,,,18,HIRIPRO-05,,52.0,3.839,5.0,-33.391373,-70.5,1909.0,1.0,48.5,32.8,0.0,0.0,0.0,58.68,25.95,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:48,2025-10-28T13:19:48,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.833,5.0,-33.391373,-70.5,1910.0,1.0,48.5,32.9,0.0,0.0,0.0,58.71,26.0,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:53,2025-10-28T13:19:53,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.824,5.0,-33.391373,-70.5,1911.0,1.0,48.5,32.8,0.0,0.0,0.0,58.68,25.97,15.0,-33.391373,-70.5,4.0,0.0
2025-10-28 13:19:56,2025-10-28T13:19:56,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.824,5.0,-33.391373,-70.5,1912.0,1.0,48.5,32.9,0.0,0.0,0.0,58.7,26.02,15.0,-33.391373,-70.5,5.0,0.0
2025-10-28 13:19:58,2025-10-28T13:19:58,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.824,5.0,-33.391373,-70.5,1913.0,1.0,48.5,32.8,0.0,0.0,0.0,58.7,26.02,15.0,-33.391373,-70.5,5.0,0.0
2025-10-28 13:20:01,2025-10-28T13:20:01,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.842,5.0,-33.391373,-70.5,1914.0,1.0,48.5,32.9,0.0,0.0,0.0,58.71,26.02,15.0,-33.391373,-70.5,5.0,0.0
2025-10-28 13:20:05,2025-10-28T13:20:05,Sin sesión,,,,18,HIRIPRO-05,,52.25,3.83,5.0,-33.391373,-70.5,1915.0,1.0,48.5,32.9,0.0,0.0,0.0,58.7,26.02,15.0,-33.391373,-70.5,4.0,0.0
