fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-11-28T12:57:53,2025-11-28 12:57:53,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.695,7.0,-33.392162,-70.501289,484.0,1.0,,,,51.0,,25.0,-33.392162,-70.501289,6.0,0.0,"30470812, 30470813, 30470814, 30470815, 30470816, 30470817, 30470818, 30470819, 30470820, 30470821, 30470822, 30470823, 30470824"
2025-11-28T12:57:50,2025-11-28 12:57:50,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.687,7.0,-33.392162,-70.501289,483.0,1.0,22.9,42.9,23.0,50.0,40.0,25.0,-33.392162,-70.501289,6.0,0.0,"30470791, 30470792, 30470793, 30470794, 30470795, 30470796, 30470797, 30470798, 30470799, 30470800, 30470801, 30470802, 30470803, 30470804, 30470805, 30470806, 30470807"
2025-11-28T12:57:47,2025-11-28 12:57:47,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.686,7.0,-33.392162,-70.501289,482.0,1.0,22.9,42.9,24.0,50.0,40.0,25.0,-33.392162,-70.501289,6.0,0.0,"30470774, 30470775, 30470776, 30470777, 30470778, 30470779, 30470780, 30470781, 30470782, 30470783, 30470784, 30470785, 30470786, 30470787, 30470788, 30470789, 30470790"
2025-11-28T12:57:44,2025-11-28 12:57:44,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.691,7.0,-33.392155,-70.501305,481.0,1.0,22.8,43.0,25.0,50.0,41.0,25.0,-33.392155,-70.501305,7.0,0.0,"30470757, 30470758, 30470759, 30470760, 30470761, 30470762, 30470763, 30470764, 30470765, 30470766, 30470767, 30470768, 30470769, 30470770, 30470771, 30470772, 30470773"
2025-11-28T12:57:41,2025-11-28 12:57:41,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.703,7.0,-33.392162,-70.501297,480.0,1.0,22.8,43.1,25.0,50.0,41.0,25.0,-33.392162,-70.501297,8.0,0.7,"30470708, 30470709, 30470710, 30470711, 30470712, 30470713, 30470714, 30470715, 30470716, 30470717, 30470718, 30470719, 30470720, 30470721, 30470722, 30470723, 30470724"
2025-11-28T12:57:38,2025-11-28 12:57:38,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.701,7.0,-33.392159,-70.501297,479.0,1.0,22.8,42.8,24.0,48.0,40.0,25.0,-33.392159,-70.501297,7.0,0.0,"30470691, 30470692, 30470693, 30470694, 30470695, 30470696, 30470697, 30470698, 30470699, 30470700, 30470701, 30470702, 30470703, 30470704, 30470705, 30470706, 30470707"
2025-11-28T12:57:35,2025-11-28 12:57:35,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.697,7.0,-33.392159,-70.501297,478.0,1.0,22.8,42.9,25.0,49.0,41.0,25.0,-33.392159,-70.501297,6.0,0.0,"30470674, 30470675, 30470676, 30470677, 30470678, 30470679, 30470680, 30470681, 30470682, 30470683, 30470684, 30470685, 30470686, 30470687, 30470688, 30470689, 30470690"
2025-11-28T12:57:32,2025-11-28 12:57:32,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.702,7.0,-33.392159,-70.501297,477.0,1.0,22.8,42.9,25.0,49.0,41.0,25.0,-33.392159,-70.501297,6.0,0.0,"30470657, 30470658, 30470659, 30470660, 30470661, 30470662, 30470663, 30470664, 30470665, 30470666, 30470667, 30470668, 30470669, 30470670, 30470671, 30470672, 30470673"
2025-11-28T12:57:29,2025-11-28 12:57:29,Sin sesión,,,,18,HIRIPRO-07,,29.0,3.702,7.0,-33.392159,-70.501297,476.0,1.0,22.8,42.9,25.0,48.0,40.0,25.0,-33.392159,-70.501297,7.0,0.0,"30470640, 30470641, 30470642, 30470643, 30470644, 30470645, 30470646, 30470647, 30470648, 30470649, 30470650, 30470651, 30470652, 30470653, 30470654, 30470655, 30470656"
2025-11-28T12:57:26,2025-11-28 12:57:26,Sin sesión,,,,18,HIRIPRO-07,,28.75,3.699,7.0,-33.392155,-70.501312,475.0,1.0,22.8,43.1,25.0,48.0,40.0,25.0,-33.392155,-70.501312,7.0,0.0,"30470623, 30470624, 30470625, 30470626, 30470627, 30470628, 30470629, 30470630, 30470631, 30470632, 30470633, 30470634, 30470635, 30470636, 30470637, 30470638, 30470639"
