fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-12-12T16:23:54,2025-12-12 16:23:54,Sin sesión,,,,18,HIRIPRO-07,,,,7.0,,0.0,202.0,1.0,,,,,,,,,,,"31567905, 31567906, 31567907, 31567908"
2025-12-12T16:23:51,2025-12-12 16:23:51,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.081,7.0,0.0,0.0,201.0,1.0,23.8,44.1,21.0,41.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567856, 31567857, 31567858, 31567859, 31567860, 31567861, 31567862, 31567863, 31567864, 31567865, 31567866, 31567867, 31567868, 31567869, 31567870, 31567871, 31567872"
2025-12-12T16:23:48,2025-12-12 16:23:48,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.072,7.0,0.0,0.0,200.0,1.0,23.8,44.0,21.0,42.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567809, 31567810, 31567811, 31567812, 31567813, 31567814, 31567815, 31567816, 31567817, 31567818, 31567819, 31567820, 31567821, 31567822, 31567823, 31567824, 31567825"
2025-12-12T16:23:45,2025-12-12 16:23:45,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.085,7.0,0.0,0.0,199.0,1.0,23.8,44.2,22.0,43.0,36.0,20.0,0.0,0.0,0.0,0.0,"31567773, 31567774, 31567775, 31567776, 31567777, 31567778, 31567779, 31567780, 31567781, 31567782, 31567783, 31567784, 31567785, 31567786, 31567787, 31567788, 31567789"
2025-12-12T16:23:42,2025-12-12 16:23:42,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.09,7.0,0.0,0.0,198.0,1.0,23.8,44.3,21.0,44.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567737, 31567738, 31567739, 31567740, 31567741, 31567742, 31567743, 31567744, 31567745, 31567746, 31567747, 31567748, 31567749, 31567750, 31567751, 31567752, 31567753"
2025-12-12T16:23:39,2025-12-12 16:23:39,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.085,7.0,0.0,0.0,197.0,1.0,23.8,44.2,21.0,44.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567701, 31567702, 31567703, 31567704, 31567705, 31567706, 31567707, 31567708, 31567709, 31567710, 31567711, 31567712, 31567713, 31567714, 31567715, 31567716, 31567717"
2025-12-12T16:23:36,2025-12-12 16:23:36,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.1,7.0,0.0,0.0,196.0,1.0,23.8,44.2,22.0,45.0,36.0,20.0,0.0,0.0,0.0,0.0,"31567665, 31567666, 31567667, 31567668, 31567669, 31567670, 31567671, 31567672, 31567673, 31567674, 31567675, 31567676, 31567677, 31567678, 31567679, 31567680, 31567681"
2025-12-12T16:23:33,2025-12-12 16:23:33,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.098,7.0,0.0,0.0,195.0,1.0,23.7,44.3,21.0,44.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567629, 31567630, 31567631, 31567632, 31567633, 31567634, 31567635, 31567636, 31567637, 31567638, 31567639, 31567640, 31567641, 31567642, 31567643, 31567644, 31567645"
2025-12-12T16:23:30,2025-12-12 16:23:30,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.097,7.0,0.0,0.0,194.0,1.0,23.8,44.4,21.0,42.0,35.0,20.0,0.0,0.0,0.0,0.0,"31567593, 31567594, 31567595, 31567596, 31567597, 31567598, 31567599, 31567600, 31567601, 31567602, 31567603, 31567604, 31567605, 31567606, 31567607, 31567608, 31567609"
2025-12-12T16:23:27,2025-12-12 16:23:27,Sin sesión,,,,18,HIRIPRO-07,,28.25,4.086,7.0,0.0,0.0,193.0,1.0,23.8,44.4,22.0,43.0,36.0,20.0,0.0,0.0,0.0,0.0,"31567557, 31567558, 31567559, 31567560, 31567561, 31567562, 31567563, 31567564, 31567565, 31567566, 31567567, 31567568, 31567569, 31567570, 31567571, 31567572, 31567573"
