fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (µS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-08 22:25:55,2025-11-08T22:26:37,Sin sesión,,,,13,AGUA-01,,19.62,20.25,12.39,1793.0,8.6,25.0
2025-11-08 23:26:39,2025-11-08T23:27:21,Sin sesión,,,,13,AGUA-01,,19.38,19.5,12.39,1772.0,8.53,22.0
2025-11-09 00:27:25,2025-11-09T00:28:07,Sin sesión,,,,13,AGUA-01,,19.19,19.0,12.39,1773.0,8.54,25.0
2025-11-09 01:28:06,2025-11-09T01:28:48,Sin sesión,,,,13,AGUA-01,,18.94,18.5,12.38,1755.0,8.37,24.0
2025-11-09 02:28:50,2025-11-09T02:29:32,Sin sesión,,,,13,AGUA-01,,18.88,18.75,12.39,1737.0,8.39,24.0
2025-11-09 03:29:38,2025-11-09T03:30:20,Sin sesión,,,,13,AGUA-01,,18.75,19.25,12.38,1721.0,8.39,24.0
2025-11-09 04:30:27,2025-11-09T04:31:09,Sin sesión,,,,13,AGUA-01,,18.62,19.75,12.38,1718.0,8.28,23.0
2025-11-09 05:31:14,2025-11-09T05:31:56,Sin sesión,,,,13,AGUA-01,,18.69,20.0,12.39,1760.0,8.23,24.0
2025-11-09 06:32:00,2025-11-09T06:32:42,Sin sesión,,,,13,AGUA-01,,18.56,19.75,12.38,1749.0,8.18,24.0
2025-11-09 07:32:46,2025-11-09T07:33:29,Sin sesión,,,,13,AGUA-01,,18.31,20.0,12.37,1725.0,8.16,24.0
2025-11-09 08:33:35,2025-11-09T08:34:17,Sin sesión,,,,13,AGUA-01,,18.19,21.0,12.39,1734.0,8.08,27.0
2025-11-09 09:34:25,2025-11-09T09:35:08,Sin sesión,,,,13,AGUA-01,,18.19,22.25,12.4,1735.0,8.0,23.0
2025-11-09 10:35:16,2025-11-09T10:35:58,Sin sesión,,,,13,AGUA-01,,18.25,23.75,12.41,1715.0,7.84,23.0
2025-11-09 11:36:15,2025-11-09T11:36:57,Sin sesión,,,,13,AGUA-01,,18.81,28.75,12.44,1725.0,7.01,24.0
2025-11-09 12:37:14,2025-11-09T12:37:56,Sin sesión,,,,13,AGUA-01,,19.19,30.5,12.44,1769.0,6.41,22.0
2025-11-09 13:38:06,2025-11-09T13:38:48,Sin sesión,,,,13,AGUA-01,,20.12,32.0,12.46,1810.0,6.25,24.0
2025-11-09 14:38:53,2025-11-09T14:39:36,Sin sesión,,,,13,AGUA-01,,21.12,31.75,12.45,1896.0,6.81,23.0
2025-11-09 15:39:40,2025-11-09T15:40:22,Sin sesión,,,,13,AGUA-01,,21.0,32.0,12.47,1889.0,7.26,27.0
2025-11-09 16:40:28,2025-11-09T16:41:10,Sin sesión,,,,13,AGUA-01,,21.5,32.25,12.47,1816.0,8.22,26.0
2025-11-09 17:41:14,2025-11-09T17:41:57,Sin sesión,,,,13,AGUA-01,,21.69,32.5,12.46,1916.0,7.92,27.0
2025-11-09 18:42:02,2025-11-09T18:42:44,Sin sesión,,,,13,AGUA-01,,21.31,32.25,12.46,1838.0,8.13,24.0
2025-11-09 19:42:46,2025-11-09T19:43:29,Sin sesión,,,,13,AGUA-01,,20.44,30.25,12.47,1792.0,8.37,24.0
2025-11-09 20:43:14,2025-11-09T20:43:57,Sin sesión,,,,13,AGUA-01,,19.81,24.75,12.44,1767.0,8.61,24.0
2025-11-09 21:43:52,2025-11-09T21:44:34,Sin sesión,,,,13,AGUA-01,,19.56,22.75,12.41,1737.0,8.72,24.0
2025-11-09 22:44:35,2025-11-09T22:45:17,Sin sesión,,,,13,AGUA-01,,19.38,22.0,12.41,1737.0,8.66,24.0
2025-11-09 23:45:17,2025-11-09T23:45:59,Sin sesión,,,,13,AGUA-01,,19.19,20.5,12.39,1718.0,8.58,26.0
2025-11-10 00:45:58,2025-11-10T00:46:40,Sin sesión,,,,13,AGUA-01,,19.12,19.25,12.39,1733.0,8.5,25.0
2025-11-10 01:46:36,2025-11-10T01:47:18,Sin sesión,,,,13,AGUA-01,,18.88,17.25,12.38,1717.0,8.53,27.0
2025-11-10 02:47:19,2025-11-10T02:48:02,Sin sesión,,,,13,AGUA-01,,18.75,16.25,12.37,1720.0,8.5,25.0
2025-11-10 03:47:58,2025-11-10T03:48:40,Sin sesión,,,,13,AGUA-01,,18.94,15.25,12.36,1715.0,8.47,25.0
2025-11-10 04:48:40,2025-11-10T04:49:23,Sin sesión,,,,13,AGUA-01,,18.88,14.5,12.34,1720.0,8.38,25.0
2025-11-10 05:49:23,2025-11-10T05:50:06,Sin sesión,,,,13,AGUA-01,,18.94,13.75,12.35,1716.0,8.35,26.0
2025-11-10 06:50:06,2025-11-10T06:50:48,Sin sesión,,,,13,AGUA-01,,18.44,13.25,12.33,1729.0,8.33,25.0
2025-11-10 07:50:59,2025-11-10T07:51:42,Sin sesión,,,,13,AGUA-01,,18.12,18.0,12.38,1754.0,8.3,26.0
2025-11-10 08:52:18,2025-11-10T08:53:00,Sin sesión,,,,13,AGUA-01,,18.19,24.5,12.4,1731.0,8.21,25.0
2025-11-10 09:53:13,2025-11-10T09:53:55,Sin sesión,,,,13,AGUA-01,,18.75,29.5,12.42,1737.0,8.24,25.0
2025-11-10 10:54:12,2025-11-10T10:54:55,Sin sesión,,,,13,AGUA-01,,19.81,32.25,12.44,1739.0,8.38,25.0
2025-11-10 11:55:07,2025-11-10T11:55:51,Sin sesión,,,,13,AGUA-01,,21.06,33.75,12.45,1781.0,7.75,26.0
2025-11-10 12:55:42,2025-11-10T12:56:24,Sin sesión,,,,13,AGUA-01,,21.75,31.0,12.44,1808.0,8.23,25.0
2025-11-10 13:56:27,2025-11-10T13:57:10,Sin sesión,,,,13,AGUA-01,,20.75,31.25,12.46,1786.0,8.06,26.0
