fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (µS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-02 19:26:18,2025-11-02T19:27:11,Sin sesión,,,,13,AGUA-02,,0.0,32.5,12.32,0.0,0.0,21.0
2025-11-02 20:26:48,2025-11-02T20:27:33,Sin sesión,,,,13,AGUA-02,,0.0,27.0,12.41,0.0,0.0,21.0
2025-11-02 21:27:22,2025-11-02T21:28:07,Sin sesión,,,,13,AGUA-02,,0.0,24.25,12.31,0.0,0.0,20.0
2025-11-02 22:28:03,2025-11-02T22:28:48,Sin sesión,,,,13,AGUA-02,,0.0,22.5,12.33,0.0,0.0,20.0
2025-11-02 23:28:44,2025-11-02T23:29:29,Sin sesión,,,,13,AGUA-02,,0.0,20.75,12.41,0.0,0.0,21.0
2025-11-03 00:29:25,2025-11-03T00:30:30,Sin sesión,,,,13,AGUA-02,,0.0,19.5,12.31,0.0,0.0,23.0
2025-11-03 01:30:29,2025-11-03T01:31:33,Sin sesión,,,,13,AGUA-02,,0.0,18.5,12.46,0.0,0.0,16.0
2025-11-03 02:31:36,2025-11-03T02:32:29,Sin sesión,,,,13,AGUA-02,,0.0,18.25,12.39,0.0,0.0,23.0
2025-11-03 03:32:31,2025-11-03T03:33:16,Sin sesión,,,,13,AGUA-02,,0.0,17.75,12.25,0.0,0.0,22.0
2025-11-03 04:33:19,2025-11-03T04:34:12,Sin sesión,,,,13,AGUA-02,,0.0,17.75,12.22,0.0,0.0,20.0
2025-11-03 05:34:17,2025-11-03T05:35:11,Sin sesión,,,,13,AGUA-02,,0.0,17.5,12.24,0.0,0.0,20.0
2025-11-03 06:35:13,2025-11-03T06:35:58,Sin sesión,,,,13,AGUA-02,,0.0,17.5,12.25,0.0,0.0,22.0
2025-11-03 07:36:00,2025-11-03T07:36:45,Sin sesión,,,,13,AGUA-02,,0.0,17.25,12.35,0.0,0.0,22.0
2025-11-03 08:36:52,2025-11-03T08:37:37,Sin sesión,,,,13,AGUA-02,,0.0,18.5,12.4,0.0,0.0,22.0
2025-11-03 09:37:50,2025-11-03T09:38:35,Sin sesión,,,,13,AGUA-02,,0.0,20.0,12.41,0.0,0.0,20.0
2025-11-03 10:38:43,2025-11-03T10:39:28,Sin sesión,,,,13,AGUA-02,,0.0,21.5,12.41,0.0,0.0,23.0
2025-11-03 11:39:39,2025-11-03T11:41:06,Sin sesión,,,,13,AGUA-02,,0.0,23.0,12.27,0.0,0.0,13.0
2025-11-03 12:41:17,2025-11-03T12:42:25,Sin sesión,,,,13,AGUA-02,,0.0,24.5,12.41,0.0,0.0,14.0
2025-11-03 13:42:52,2025-11-03T13:43:58,Sin sesión,,,,13,AGUA-02,,0.0,27.0,12.29,0.0,0.0,19.0
2025-11-03 14:44:14,2025-11-03T14:44:58,Sin sesión,,,,13,AGUA-02,,0.0,30.5,12.5,0.0,0.0,19.0
2025-11-03 15:45:08,2025-11-03T15:45:53,Sin sesión,,,,13,AGUA-02,,0.0,32.5,12.33,0.0,0.0,23.0
2025-11-03 16:46:09,2025-11-03T16:46:54,Sin sesión,,,,13,AGUA-02,,0.0,34.75,12.52,0.0,0.0,23.0
2025-11-03 17:46:53,2025-11-03T17:47:38,Sin sesión,,,,13,AGUA-02,,0.0,33.25,12.36,0.0,0.0,22.0
2025-11-03 18:47:33,2025-11-03T18:48:18,Sin sesión,,,,13,AGUA-02,,0.0,30.25,12.49,0.0,0.0,21.0
2025-11-03 19:48:10,2025-11-03T19:49:04,Sin sesión,,,,13,AGUA-02,,0.0,26.0,12.26,0.0,0.0,19.0
2025-11-03 20:48:47,2025-11-03T20:50:15,Sin sesión,,,,13,AGUA-02,,0.0,22.25,12.35,0.0,0.0,14.0
2025-11-03 21:50:10,2025-11-03T21:51:10,Sin sesión,,,,13,AGUA-02,,0.0,20.75,12.35,0.0,0.0,13.0
2025-11-03 22:51:20,2025-11-03T22:52:07,Sin sesión,,,,13,AGUA-02,,0.0,20.0,12.37,0.0,0.0,23.0
2025-11-03 23:52:05,2025-11-03T23:52:59,Sin sesión,,,,13,AGUA-02,,0.0,18.75,12.28,0.0,0.0,19.0
2025-11-04 00:52:56,2025-11-04T00:53:50,Sin sesión,,,,13,AGUA-02,,0.0,17.75,12.68,0.0,0.0,18.0
2025-11-04 01:53:51,2025-11-04T01:54:56,Sin sesión,,,,13,AGUA-02,,0.0,18.0,12.3,0.0,0.0,22.0
2025-11-04 02:55:05,2025-11-04T02:56:11,Sin sesión,,,,13,AGUA-02,,0.0,19.0,12.26,0.0,0.0,20.0
2025-11-04 03:56:22,2025-11-04T03:57:08,Sin sesión,,,,13,AGUA-02,,0.0,19.5,12.45,0.0,0.0,20.0
2025-11-04 04:57:11,2025-11-04T04:58:04,Sin sesión,,,,13,AGUA-02,,0.0,19.5,12.25,0.0,0.0,22.0
