fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (µS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-10-27 18:18:32,2025-10-27T18:19:29,Sin sesión,,,,13,AGUA-02,,0.0,31.5,12.47,0.0,0.0,9.0
2025-10-27 19:19:17,2025-10-27T19:20:10,Sin sesión,,,,13,AGUA-02,,0.0,28.25,12.36,0.0,0.0,8.0
2025-10-27 20:20:08,2025-10-27T20:20:58,Sin sesión,,,,13,AGUA-02,,0.0,26.5,12.35,0.0,0.0,8.0
2025-10-27 21:20:51,2025-10-27T21:21:44,Sin sesión,,,,13,AGUA-02,,0.0,24.75,12.48,0.0,0.0,7.0
2025-10-27 22:21:40,2025-10-27T22:22:33,Sin sesión,,,,13,AGUA-02,,0.0,23.25,12.57,0.0,0.0,7.0
2025-10-27 23:22:29,2025-10-27T23:23:22,Sin sesión,,,,13,AGUA-02,,0.0,21.25,12.31,0.0,0.0,7.0
2025-10-28 00:23:17,2025-10-28T00:24:10,Sin sesión,,,,13,AGUA-02,,0.0,19.75,12.24,0.0,0.0,8.0
2025-10-28 01:24:08,2025-10-28T01:25:00,Sin sesión,,,,13,AGUA-02,,0.0,18.5,12.27,0.0,0.0,8.0
2025-10-28 02:25:00,2025-10-28T02:25:52,Sin sesión,,,,13,AGUA-02,,0.0,17.5,12.42,0.0,0.0,8.0
2025-10-28 03:25:49,2025-10-28T03:26:41,Sin sesión,,,,13,AGUA-02,,0.0,16.75,12.5,0.0,0.0,9.0
2025-10-28 04:26:44,2025-10-28T04:27:36,Sin sesión,,,,13,AGUA-02,,0.0,16.25,12.23,0.0,0.0,9.0
2025-10-28 05:27:39,2025-10-28T05:28:34,Sin sesión,,,,13,AGUA-02,,0.0,15.75,12.24,0.0,0.0,9.0
2025-10-28 06:28:36,2025-10-28T06:29:28,Sin sesión,,,,13,AGUA-02,,0.0,15.25,11.81,0.0,0.0,9.0
2025-10-28 07:29:31,2025-10-28T07:30:21,Sin sesión,,,,13,AGUA-02,,0.0,15.0,12.39,0.0,0.0,9.0
2025-10-28 08:30:30,2025-10-28T08:31:27,Sin sesión,,,,13,AGUA-02,,0.0,17.0,12.24,0.0,0.0,8.0
2025-10-28 09:31:46,2025-10-28T09:32:36,Sin sesión,,,,13,AGUA-02,,0.0,20.75,12.41,0.0,0.0,7.0
2025-10-28 10:32:55,2025-10-28T10:34:17,Sin sesión,,,,13,AGUA-02,,0.0,23.75,12.57,0.0,0.0,7.0
2025-10-28 11:34:35,2025-10-28T11:35:25,Sin sesión,,,,13,AGUA-02,,0.0,26.75,12.45,0.0,0.0,8.0
2025-10-28 12:35:39,2025-10-28T12:36:30,Sin sesión,,,,13,AGUA-02,,0.0,29.5,12.57,0.0,0.0,8.0
2025-10-28 13:36:53,2025-10-28T13:37:43,Sin sesión,,,,13,AGUA-02,,0.0,34.25,12.4,0.0,0.0,6.0
2025-10-28 14:37:51,2025-10-28T14:38:41,Sin sesión,,,,13,AGUA-02,,0.0,35.75,12.49,0.0,0.0,8.0
2025-10-28 15:38:55,2025-10-28T15:40:32,Sin sesión,,,,13,AGUA-02,,0.0,37.75,12.3,0.0,0.0,9.0
2025-10-28 16:40:46,2025-10-28T17:43:27,Sin sesión,,,,13,AGUA-02,,0.0,38.75,12.52,0.0,0.0,9.0
2025-10-28 17:42:29,2025-10-28T17:43:32,Sin sesión,,,,13,AGUA-02,,0.0,38.5,12.39,0.0,0.0,9.0
2025-10-28 18:43:40,2025-10-28T18:44:33,Sin sesión,,,,13,AGUA-02,,0.0,39.5,12.33,0.0,0.0,7.0
2025-10-28 19:44:24,2025-10-28T19:45:15,Sin sesión,,,,13,AGUA-02,,0.0,34.75,12.46,0.0,0.0,9.0
2025-10-28 20:44:46,2025-10-28T20:45:40,Sin sesión,,,,13,AGUA-02,,0.0,28.75,12.52,0.0,0.0,8.0
2025-10-28 21:45:31,2025-10-28T21:46:26,Sin sesión,,,,13,AGUA-02,,0.0,25.75,12.36,0.0,0.0,8.0
2025-10-28 22:46:18,2025-10-28T22:47:13,Sin sesión,,,,13,AGUA-02,,0.0,24.0,12.33,0.0,0.0,8.0
2025-10-28 23:47:11,2025-10-28T23:48:04,Sin sesión,,,,13,AGUA-02,,0.0,22.5,12.27,0.0,0.0,7.0
2025-10-29 00:48:02,2025-10-29T00:48:55,Sin sesión,,,,13,AGUA-02,,0.0,21.25,12.4,0.0,0.0,8.0
2025-10-29 01:48:55,2025-10-29T01:49:48,Sin sesión,,,,13,AGUA-02,,0.0,20.25,12.35,0.0,0.0,8.0
2025-10-29 02:49:47,2025-10-29T02:50:40,Sin sesión,,,,13,AGUA-02,,0.0,19.25,12.27,0.0,0.0,8.0
2025-10-29 03:50:41,2025-10-29T03:51:34,Sin sesión,,,,13,AGUA-02,,0.0,18.5,12.24,0.0,0.0,10.0
2025-10-29 04:51:36,2025-10-29T04:52:26,Sin sesión,,,,13,AGUA-02,,0.0,17.75,12.24,0.0,0.0,8.0
2025-10-29 05:52:27,2025-10-29T05:53:20,Sin sesión,,,,13,AGUA-02,,0.0,17.25,12.24,0.0,0.0,8.0
2025-10-29 06:53:19,2025-10-29T06:54:12,Sin sesión,,,,13,AGUA-02,,0.0,16.75,12.29,0.0,0.0,8.0
2025-10-29 07:54:15,2025-10-29T07:55:08,Sin sesión,,,,13,AGUA-02,,0.0,17.25,12.45,0.0,0.0,9.0
2025-10-29 08:55:23,2025-10-29T08:56:16,Sin sesión,,,,13,AGUA-02,,0.0,20.75,12.45,0.0,0.0,8.0
2025-10-29 09:56:38,2025-10-29T09:57:31,Sin sesión,,,,13,AGUA-02,,0.0,24.25,12.26,0.0,0.0,8.0
2025-10-29 10:57:47,2025-10-29T10:58:37,Sin sesión,,,,13,AGUA-02,,0.0,27.25,12.56,0.0,0.0,7.0
2025-10-29 11:58:55,2025-10-29T11:59:47,Sin sesión,,,,13,AGUA-02,,0.0,29.75,12.45,0.0,0.0,8.0
2025-10-29 12:59:59,2025-10-29T13:01:17,Sin sesión,,,,13,AGUA-02,,0.0,33.25,12.48,0.0,0.0,8.0
2025-10-29 14:01:33,2025-10-29T14:02:25,Sin sesión,,,,13,AGUA-02,,0.0,35.0,12.5,0.0,0.0,10.0
2025-10-29 15:02:38,2025-10-29T15:03:27,Sin sesión,,,,13,AGUA-02,,0.0,36.25,12.31,0.0,0.0,7.0
2025-10-29 16:03:38,2025-10-29T16:04:31,Sin sesión,,,,13,AGUA-02,,0.0,37.0,12.3,0.0,0.0,10.0
2025-10-29 17:04:37,2025-10-29T17:05:29,Sin sesión,,,,13,AGUA-02,,0.0,38.75,12.46,0.0,0.0,8.0
2025-10-29 18:05:30,2025-10-29T18:06:23,Sin sesión,,,,13,AGUA-02,,0.0,37.75,12.43,0.0,0.0,7.0
2025-10-29 19:06:21,2025-10-29T19:07:13,Sin sesión,,,,13,AGUA-02,,0.0,35.25,12.56,0.0,0.0,9.0
2025-10-29 20:06:56,2025-10-29T20:07:51,Sin sesión,,,,13,AGUA-02,,0.0,29.75,12.46,0.0,0.0,10.0
2025-10-29 21:07:44,2025-10-29T23:12:01,Sin sesión,,,,13,AGUA-02,,0.0,28.5,12.32,0.0,0.0,8.0
2025-10-29 22:09:26,2025-10-29T23:12:07,Sin sesión,,,,13,AGUA-02,,0.0,26.0,12.48,0.0,0.0,8.0
2025-10-29 23:11:05,2025-10-29T23:12:12,Sin sesión,,,,13,AGUA-02,,0.0,23.5,12.47,0.0,0.0,8.0
2025-10-30 00:12:08,2025-10-30T00:13:00,Sin sesión,,,,13,AGUA-02,,0.0,22.0,12.47,0.0,0.0,8.0
2025-10-30 01:12:58,2025-10-30T01:13:51,Sin sesión,,,,13,AGUA-02,,0.0,21.0,12.29,0.0,0.0,7.0
2025-10-30 02:13:49,2025-10-30T02:14:43,Sin sesión,,,,13,AGUA-02,,0.0,19.75,12.41,0.0,0.0,8.0
2025-10-30 03:14:43,2025-10-30T03:15:37,Sin sesión,,,,13,AGUA-02,,0.0,18.75,12.39,0.0,0.0,7.0
2025-10-30 04:15:34,2025-10-30T04:16:26,Sin sesión,,,,13,AGUA-02,,0.0,17.75,12.35,0.0,0.0,9.0
2025-10-30 05:16:28,2025-10-30T05:17:20,Sin sesión,,,,13,AGUA-02,,0.0,16.75,12.23,0.0,0.0,8.0
2025-10-30 06:17:18,2025-10-30T06:18:12,Sin sesión,,,,13,AGUA-02,,0.0,16.0,12.24,0.0,0.0,8.0
2025-10-30 07:18:14,2025-10-30T07:19:08,Sin sesión,,,,13,AGUA-02,,0.0,15.75,12.33,0.0,0.0,8.0
2025-10-30 08:19:14,2025-10-30T08:20:07,Sin sesión,,,,13,AGUA-02,,0.0,17.5,12.33,0.0,0.0,8.0
