fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-12-16T13:01:35,2025-12-16 13:01:35,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2641.0,1.0,,,,,,,,,0.0,,"32365126, 32365127, 32365128, 32365129, 32365130, 32365131, 32365132, 32365133"
2025-12-16T13:01:32,2025-12-16 13:01:32,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2640.0,1.0,30.7,26.2,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32365100, 32365101, 32365102, 32365103, 32365104, 32365105, 32365106, 32365107, 32365108, 32365109, 32365110, 32365111, 32365112, 32365113, 32365114, 32365115, 32365116"
2025-12-16T13:01:29,2025-12-16 13:01:29,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2639.0,1.0,30.7,25.8,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32365083, 32365084, 32365085, 32365086, 32365087, 32365088, 32365089, 32365090, 32365091, 32365092, 32365093, 32365094, 32365095, 32365096, 32365097, 32365098, 32365099"
2025-12-16T13:01:26,2025-12-16 13:01:26,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2638.0,1.0,30.7,26.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,"32365066, 32365067, 32365068, 32365069, 32365070, 32365071, 32365072, 32365073, 32365074, 32365075, 32365076, 32365077, 32365078, 32365079, 32365080, 32365081, 32365082"
2025-12-16T13:01:23,2025-12-16 13:01:23,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2637.0,1.0,30.7,25.9,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32365049, 32365050, 32365051, 32365052, 32365053, 32365054, 32365055, 32365056, 32365057, 32365058, 32365059, 32365060, 32365061, 32365062, 32365063, 32365064, 32365065"
2025-12-16T13:01:20,2025-12-16 13:01:20,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2636.0,1.0,30.7,26.2,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32365032, 32365033, 32365034, 32365035, 32365036, 32365037, 32365038, 32365039, 32365040, 32365041, 32365042, 32365043, 32365044, 32365045, 32365046, 32365047, 32365048"
2025-12-16T13:01:17,2025-12-16 13:01:17,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2635.0,1.0,30.7,26.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,"32365015, 32365016, 32365017, 32365018, 32365019, 32365020, 32365021, 32365022, 32365023, 32365024, 32365025, 32365026, 32365027, 32365028, 32365029, 32365030, 32365031"
2025-12-16T13:01:14,2025-12-16 13:01:14,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2634.0,1.0,30.7,26.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364998, 32364999, 32365000, 32365001, 32365002, 32365003, 32365004, 32365005, 32365006, 32365007, 32365008, 32365009, 32365010, 32365011, 32365012, 32365013, 32365014"
2025-12-16T13:01:11,2025-12-16 13:01:11,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2633.0,1.0,30.7,25.9,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32364981, 32364982, 32364983, 32364984, 32364985, 32364986, 32364987, 32364988, 32364989, 32364990, 32364991, 32364992, 32364993, 32364994, 32364995, 32364996, 32364997"
2025-12-16T13:01:08,2025-12-16 13:01:08,Sin sesión,,,,18,HIRIPRO-02,,41.75,0.0,2.0,0.0,0.0,2632.0,1.0,30.7,26.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364964, 32364965, 32364966, 32364967, 32364968, 32364969, 32364970, 32364971, 32364972, 32364973, 32364974, 32364975, 32364976, 32364977, 32364978, 32364979, 32364980"
2025-12-16T13:01:05,2025-12-16 13:01:05,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2631.0,1.0,30.7,26.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32364947, 32364948, 32364949, 32364950, 32364951, 32364952, 32364953, 32364954, 32364955, 32364956, 32364957, 32364958, 32364959, 32364960, 32364961, 32364962, 32364963"
2025-12-16T13:01:02,2025-12-16 13:01:02,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2630.0,1.0,30.7,26.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364930, 32364931, 32364932, 32364933, 32364934, 32364935, 32364936, 32364937, 32364938, 32364939, 32364940, 32364941, 32364942, 32364943, 32364944, 32364945, 32364946"
2025-12-16T13:00:59,2025-12-16 13:00:59,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2629.0,1.0,30.7,26.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364913, 32364914, 32364915, 32364916, 32364917, 32364918, 32364919, 32364920, 32364921, 32364922, 32364923, 32364924, 32364925, 32364926, 32364927, 32364928, 32364929"
2025-12-16T13:00:56,2025-12-16 13:00:56,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2628.0,1.0,30.7,26.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364896, 32364897, 32364898, 32364899, 32364900, 32364901, 32364902, 32364903, 32364904, 32364905, 32364906, 32364907, 32364908, 32364909, 32364910, 32364911, 32364912"
2025-12-16T13:00:53,2025-12-16 13:00:53,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2627.0,1.0,30.7,26.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32364879, 32364880, 32364881, 32364882, 32364883, 32364884, 32364885, 32364886, 32364887, 32364888, 32364889, 32364890, 32364891, 32364892, 32364893, 32364894, 32364895"
2025-12-16T13:00:50,2025-12-16 13:00:50,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2626.0,1.0,30.7,26.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,"32364862, 32364863, 32364864, 32364865, 32364866, 32364867, 32364868, 32364869, 32364870, 32364871, 32364872, 32364873, 32364874, 32364875, 32364876, 32364877, 32364878"
2025-12-16T13:00:47,2025-12-16 13:00:47,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2625.0,1.0,30.7,26.1,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,"32364837, 32364838, 32364839, 32364840, 32364841, 32364842, 32364843, 32364844, 32364845, 32364846, 32364847, 32364848, 32364849, 32364850, 32364851, 32364852, 32364853"
2025-12-16T13:00:44,2025-12-16 13:00:44,Sin sesión,,,,18,HIRIPRO-02,,41.5,0.0,2.0,0.0,0.0,2624.0,1.0,30.7,26.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,"32364820, 32364821, 32364822, 32364823, 32364824, 32364825, 32364826, 32364827, 32364828, 32364829, 32364830, 32364831, 32364832, 32364833, 32364834, 32364835, 32364836"
