fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (µS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-17 00:54:24,2025-11-17T00:55:07,Sin sesión,,,,13,AGUA-01,,21.19,26.5,12.41,1832.0,8.59,22.0
2025-11-17 01:55:02,2025-11-17T01:55:45,Sin sesión,,,,13,AGUA-01,,21.06,24.25,12.4,1834.0,8.55,23.0
2025-11-17 02:55:41,2025-11-17T02:56:23,Sin sesión,,,,13,AGUA-01,,20.94,21.75,12.39,1828.0,8.54,22.0
2025-11-17 03:56:22,2025-11-17T03:57:05,Sin sesión,,,,13,AGUA-01,,20.81,20.5,12.39,1819.0,8.59,23.0
2025-11-17 04:57:02,2025-11-17T04:57:45,Sin sesión,,,,13,AGUA-01,,20.69,19.25,12.38,1831.0,8.56,23.0
2025-11-17 05:57:45,2025-11-17T05:58:28,Sin sesión,,,,13,AGUA-01,,20.62,18.5,12.37,1838.0,8.51,25.0
2025-11-17 06:58:28,2025-11-17T06:59:11,Sin sesión,,,,13,AGUA-01,,20.56,18.75,12.36,1848.0,8.47,23.0
2025-11-17 07:59:23,2025-11-17T08:00:06,Sin sesión,,,,13,AGUA-01,,20.44,23.5,12.39,1857.0,8.32,26.0
2025-11-17 09:00:36,2025-11-17T09:01:18,Sin sesión,,,,13,AGUA-01,,20.69,28.0,12.42,1851.0,7.98,25.0
2025-11-17 10:01:38,2025-11-17T10:02:20,Sin sesión,,,,13,AGUA-01,,21.69,34.5,12.45,1830.0,8.54,25.0
2025-11-17 11:02:35,2025-11-17T11:03:18,Sin sesión,,,,13,AGUA-01,,22.5,37.0,12.45,1880.0,8.12,23.0
2025-11-17 12:03:26,2025-11-17T12:04:09,Sin sesión,,,,13,AGUA-01,,23.44,39.0,12.45,1919.0,7.31,23.0
2025-11-17 13:04:18,2025-11-17T13:05:01,Sin sesión,,,,13,AGUA-01,,24.12,40.75,12.47,1966.0,6.57,23.0
2025-11-17 14:05:43,2025-11-17T14:06:26,Sin sesión,,,,13,AGUA-01,,25.0,43.0,12.48,2001.0,6.58,25.0
2025-11-17 15:07:03,2025-11-17T15:07:45,Sin sesión,,,,13,AGUA-01,,23.62,41.25,12.47,1931.0,6.82,25.0
2025-11-17 16:09:13,2025-11-17T16:09:55,Sin sesión,,,,13,AGUA-01,,23.12,42.0,12.48,1916.0,6.8,28.0
2025-11-17 17:11:23,2025-11-17T17:12:05,Sin sesión,,,,13,AGUA-01,,23.06,41.5,12.47,1930.0,7.58,26.0
2025-11-17 18:13:54,2025-11-17T18:14:37,Sin sesión,,,,13,AGUA-01,,0.0,41.25,12.47,0.0,0.0,23.0
2025-11-17 19:16:25,2025-11-17T19:17:08,Sin sesión,,,,13,AGUA-01,,0.0,39.75,12.49,0.0,0.0,24.0
2025-11-17 20:18:57,2025-11-17T20:19:40,Sin sesión,,,,13,AGUA-01,,0.0,36.75,12.47,0.0,0.0,23.0
2025-11-17 21:21:08,2025-11-17T21:21:51,Sin sesión,,,,13,AGUA-01,,0.0,32.25,12.44,0.0,0.0,22.0
2025-11-17 22:23:37,2025-11-17T22:24:19,Sin sesión,,,,13,AGUA-01,,0.0,30.0,12.41,0.0,0.0,25.0
2025-11-17 23:26:09,2025-11-17T23:26:51,Sin sesión,,,,13,AGUA-01,,0.0,29.75,12.41,0.0,0.0,22.0
2025-11-18 00:28:44,2025-11-18T00:29:26,Sin sesión,,,,13,AGUA-01,,0.0,29.25,12.42,0.0,0.0,22.0
2025-11-18 01:31:10,2025-11-18T01:31:53,Sin sesión,,,,13,AGUA-01,,0.0,28.75,12.39,0.0,0.0,22.0
2025-11-18 02:33:43,2025-11-18T02:34:26,Sin sesión,,,,13,AGUA-01,,0.0,27.5,12.39,0.0,0.0,23.0
2025-11-18 03:36:15,2025-11-18T03:36:58,Sin sesión,,,,13,AGUA-01,,0.0,26.5,12.39,0.0,0.0,23.0
2025-11-18 04:38:44,2025-11-18T04:39:27,Sin sesión,,,,13,AGUA-01,,0.0,24.75,12.39,0.0,0.0,21.0
2025-11-18 05:41:10,2025-11-18T05:41:53,Sin sesión,,,,13,AGUA-01,,0.0,23.75,12.38,0.0,0.0,23.0
2025-11-18 06:43:42,2025-11-18T06:44:25,Sin sesión,,,,13,AGUA-01,,0.0,22.5,12.38,0.0,0.0,23.0
2025-11-18 07:46:14,2025-11-18T07:46:57,Sin sesión,,,,13,AGUA-01,,0.0,24.75,12.39,0.0,0.0,23.0
2025-11-18 09:51:55,2025-11-18T09:52:38,Sin sesión,,,,13,AGUA-01,,0.0,34.25,12.43,0.0,0.0,23.0
2025-11-18 10:54:50,2025-11-18T10:55:33,Sin sesión,,,,13,AGUA-01,,0.0,37.5,12.45,0.0,0.0,25.0
2025-11-18 11:57:31,2025-11-18T11:58:14,Sin sesión,,,,13,AGUA-01,,0.0,39.75,12.46,0.0,0.0,22.0
2025-11-18 13:00:08,2025-11-18T13:00:51,Sin sesión,,,,13,AGUA-01,,0.0,39.5,12.46,0.0,0.0,22.0
2025-11-18 14:01:55,2025-11-18T14:02:38,Sin sesión,,,,13,AGUA-01,,23.25,38.25,12.46,2061.0,7.71,25.0
2025-11-18 15:04:32,2025-11-18T15:05:15,Sin sesión,,,,13,AGUA-01,,0.0,39.0,12.46,0.0,0.0,26.0
2025-11-18 16:07:07,2025-11-18T16:07:50,Sin sesión,,,,13,AGUA-01,,0.0,39.75,12.47,0.0,0.0,23.0
2025-11-18 17:09:45,2025-11-18T17:10:28,Sin sesión,,,,13,AGUA-01,,0.0,40.75,12.47,0.0,0.0,26.0
2025-11-18 18:12:23,2025-11-18T18:13:06,Sin sesión,,,,13,AGUA-01,,0.0,40.75,12.47,0.0,0.0,26.0
2025-11-18 19:14:55,2025-11-18T19:15:38,Sin sesión,,,,13,AGUA-01,,0.0,39.75,12.47,0.0,0.0,22.0
2025-11-18 20:17:23,2025-11-18T20:18:06,Sin sesión,,,,13,AGUA-01,,0.0,35.25,12.45,0.0,0.0,24.0
2025-11-18 21:19:36,2025-11-18T21:20:19,Sin sesión,,,,13,AGUA-01,,0.0,31.75,12.44,0.0,0.0,25.0
2025-11-18 22:22:07,2025-11-18T22:22:50,Sin sesión,,,,13,AGUA-01,,0.0,30.75,12.42,0.0,0.0,24.0
2025-11-18 23:24:36,2025-11-18T23:25:19,Sin sesión,,,,13,AGUA-01,,0.0,29.5,12.4,0.0,0.0,24.0
2025-11-19 00:27:05,2025-11-19T00:27:48,Sin sesión,,,,13,AGUA-01,,0.0,27.75,12.4,0.0,0.0,23.0
2025-11-19 01:29:35,2025-11-19T01:30:18,Sin sesión,,,,13,AGUA-01,,0.0,26.5,12.39,0.0,0.0,23.0
2025-11-19 02:32:02,2025-11-19T02:32:45,Sin sesión,,,,13,AGUA-01,,0.0,25.25,12.39,0.0,0.0,22.0
2025-11-19 03:34:32,2025-11-19T03:35:15,Sin sesión,,,,13,AGUA-01,,0.0,23.25,12.39,0.0,0.0,24.0
2025-11-19 04:36:59,2025-11-19T04:37:43,Sin sesión,,,,13,AGUA-01,,0.0,21.25,12.37,0.0,0.0,21.0
2025-11-19 05:39:26,2025-11-19T05:40:09,Sin sesión,,,,13,AGUA-01,,0.0,20.0,12.36,0.0,0.0,23.0
2025-11-19 06:41:56,2025-11-19T06:42:39,Sin sesión,,,,13,AGUA-01,,0.0,19.0,12.35,0.0,0.0,26.0
2025-11-19 07:44:34,2025-11-19T07:45:17,Sin sesión,,,,13,AGUA-01,,0.0,22.0,12.38,0.0,0.0,24.0
2025-11-19 08:47:34,2025-11-19T08:48:17,Sin sesión,,,,13,AGUA-01,,0.0,28.25,12.39,0.0,0.0,25.0
2025-11-19 09:50:17,2025-11-19T09:51:00,Sin sesión,,,,13,AGUA-01,,0.0,34.25,12.42,0.0,0.0,24.0
2025-11-19 10:53:08,2025-11-19T10:53:51,Sin sesión,,,,13,AGUA-01,,0.0,38.25,12.44,0.0,0.0,21.0
2025-11-19 11:55:41,2025-11-19T11:56:25,Sin sesión,,,,13,AGUA-01,,23.12,39.5,12.45,1987.0,7.76,26.0
2025-11-19 12:57:45,2025-11-19T13:14:35,Sin sesión,,,,13,AGUA-01,,23.38,38.0,12.45,2063.0,7.81,23.0
2025-11-19 14:00:21,2025-11-19T14:36:32,Sin sesión,,,,13,AGUA-01,,0.0,37.5,12.46,0.0,0.0,25.0
2025-11-19 15:02:27,2025-11-19T15:57:35,Sin sesión,,,,13,AGUA-01,,23.38,36.75,12.46,2048.0,8.66,24.0
2025-11-19 16:05:06,2025-11-19T17:14:03,Sin sesión,,,,13,AGUA-01,,0.0,36.25,12.46,0.0,0.0,25.0
2025-11-19 17:07:50,2025-11-19T17:17:16,Sin sesión,,,,13,AGUA-01,,0.0,37.25,12.46,0.0,0.0,22.0
2025-11-19 18:10:35,2025-11-19T18:11:18,Sin sesión,,,,13,AGUA-01,,0.0,37.25,12.46,0.0,0.0,25.0
