fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-08T20:09:39,2025-11-08 20:11:05,Sin sesión,,,,13,AGUA-02,,21.5,24.75,12.28,1595.0,8.24,6.0
2025-11-08T21:10:53,2025-11-08 21:11:55,Sin sesión,,,,13,AGUA-02,,21.62,21.5,12.24,1580.0,8.24,8.0
2025-11-08T22:12:04,2025-11-08 22:12:53,Sin sesión,,,,13,AGUA-02,,21.06,20.75,12.24,1565.0,8.2,22.0
2025-11-08T23:12:56,2025-11-08 23:13:43,Sin sesión,,,,13,AGUA-02,,20.62,20.0,12.23,1551.0,8.18,24.0
2025-11-09T00:13:48,2025-11-09 00:14:52,Sin sesión,,,,13,AGUA-02,,20.25,20.0,12.22,1539.0,8.16,18.0
2025-11-09T01:14:56,2025-11-09 01:15:51,Sin sesión,,,,13,AGUA-02,,20.19,20.0,12.22,1535.0,8.18,23.0
2025-11-09T02:15:55,2025-11-09 02:17:14,Sin sesión,,,,13,AGUA-02,,20.12,20.0,12.2,1531.0,8.16,10.0
2025-11-09T03:17:18,2025-11-09 03:18:14,Sin sesión,,,,13,AGUA-02,,20.06,20.0,12.19,1527.0,8.14,9.0
2025-11-09T04:18:27,2025-11-09 04:19:53,Sin sesión,,,,13,AGUA-02,,20.0,20.0,12.19,1526.0,8.1,10.0
2025-11-09T05:19:57,2025-11-09 05:20:52,Sin sesión,,,,13,AGUA-02,,19.75,19.75,12.19,1522.0,8.07,9.0
2025-11-09T06:21:07,2025-11-09 06:22:05,Sin sesión,,,,13,AGUA-02,,19.56,19.75,12.18,1516.0,8.06,22.0
