fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-10-25T00:14:56,2025-10-25 00:15:48,Sin sesión,,,,13,AGUA-02,,0.0,19.25,12.33,0.0,0.0,8.0
2025-10-25T01:15:51,2025-10-25 01:16:43,Sin sesión,,,,13,AGUA-02,,0.0,19.0,12.27,0.0,0.0,8.0
2025-10-25T02:16:48,2025-10-25 02:17:40,Sin sesión,,,,13,AGUA-02,,0.0,18.0,12.46,0.0,0.0,9.0
2025-10-25T03:17:37,2025-10-25 03:18:30,Sin sesión,,,,13,AGUA-02,,0.0,17.0,12.38,0.0,0.0,8.0
2025-10-25T04:18:30,2025-10-25 04:19:23,Sin sesión,,,,13,AGUA-02,,0.0,16.25,12.17,0.0,0.0,8.0
2025-10-25T05:19:21,2025-10-25 05:20:14,Sin sesión,,,,13,AGUA-02,,0.0,15.5,12.39,0.0,0.0,8.0
2025-10-25T06:20:15,2025-10-25 06:21:10,Sin sesión,,,,13,AGUA-02,,0.0,14.25,12.46,0.0,0.0,8.0
2025-10-25T07:21:09,2025-10-25 07:22:02,Sin sesión,,,,13,AGUA-02,,0.0,13.75,12.43,0.0,0.0,9.0
2025-10-25T08:22:08,2025-10-25 08:23:00,Sin sesión,,,,13,AGUA-02,,0.0,15.25,12.39,0.0,0.0,8.0
2025-10-25T09:23:17,2025-10-25 09:24:11,Sin sesión,,,,13,AGUA-02,,0.0,18.0,12.37,0.0,0.0,8.0
2025-10-25T10:24:25,2025-10-25 10:25:17,Sin sesión,,,,13,AGUA-02,,0.0,20.25,12.57,0.0,0.0,7.0
2025-10-25T11:25:30,2025-10-25 11:26:24,Sin sesión,,,,13,AGUA-02,,0.0,22.5,12.17,0.0,0.0,7.0
2025-10-25T12:26:35,2025-10-25 12:27:28,Sin sesión,,,,13,AGUA-02,,0.0,24.5,12.59,0.0,0.0,10.0
2025-10-25T13:27:46,2025-10-25 13:28:39,Sin sesión,,,,13,AGUA-02,,0.0,29.25,12.35,0.0,0.0,8.0
2025-10-25T14:28:53,2025-10-25 14:29:46,Sin sesión,,,,13,AGUA-02,,0.0,32.0,12.31,0.0,0.0,8.0
2025-10-25T15:30:02,2025-10-25 15:30:55,Sin sesión,,,,13,AGUA-02,,0.0,35.75,12.34,0.0,0.0,10.0
