fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-11 19:30:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.854,5768.0,5285.0,0.0,0.0,51.0,18.3,36.8,92.7,46.0,0.6,36.0,12.12,11358.42,543.0,37216.0,4966.0,5174.0,3698.0,3737.0,3868.0,3715.0,19.7,32.1,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-11 19:35:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.118,5757.0,5212.0,0.0,0.0,54.0,18.0,36.8,92.7,37.0,2.1,35.25,12.12,11360.44,549.0,37213.0,4941.0,5199.0,3695.0,3747.0,3883.0,3732.0,19.3,33.1,0.0,0.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-11 19:40:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.303,5590.0,5113.0,0.0,0.0,69.0,17.8,38.0,92.7,27.0,1.1,34.75,12.12,11357.07,542.0,37218.0,4881.0,5101.0,3661.0,3708.0,3845.0,3689.0,18.9,33.4,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-11 19:45:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.078,5904.0,5080.0,0.0,0.0,0.0,17.6,38.6,92.7,19.0,0.0,34.0,12.12,11348.98,512.0,37230.0,4896.0,5133.0,3661.0,3702.0,3849.0,3692.0,18.5,34.4,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-11 19:50:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.912,5766.0,5046.0,0.0,0.0,0.0,17.3,39.8,92.7,12.0,0.0,33.5,12.12,11355.05,518.0,37221.0,4876.0,5105.0,3679.0,3710.0,3889.0,3712.0,18.2,34.7,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-11 19:55:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.899,6222.0,5306.0,0.0,0.0,32.0,17.2,40.3,92.7,6.0,1.4,33.0,12.04,11369.2,535.0,37200.0,5069.0,5321.0,3918.0,3925.0,4152.0,3976.0,18.1,35.5,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-11 20:00:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.281,6042.0,5095.0,0.0,0.0,51.0,16.9,40.2,92.7,3.0,0.9,32.75,12.08,11364.48,528.0,37207.0,4880.0,5120.0,3752.0,3760.0,3925.0,3782.0,17.8,36.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-11 20:05:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.443,5781.0,5116.0,0.0,0.0,0.0,16.8,40.5,92.7,1.0,1.0,32.25,12.08,11357.07,520.0,37218.0,4835.0,5118.0,3709.0,3759.0,3932.0,3782.0,17.5,36.3,0.0,0.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-11 20:10:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.793,5820.0,5119.0,0.0,0.0,0.0,16.5,41.2,92.7,0.0,0.0,32.0,12.08,11357.74,521.0,37217.0,4843.0,5099.0,3715.0,3766.0,3933.0,3758.0,17.3,36.7,0.0,0.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-11 20:15:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.217,5772.0,5122.0,0.0,0.0,0.0,16.3,42.3,92.7,0.0,0.0,31.75,12.12,11357.74,500.0,37217.0,4777.0,5082.0,3692.0,3713.0,3871.0,3721.0,17.1,36.8,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-11 20:20:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.479,5912.0,5129.0,0.0,0.0,37.0,16.2,42.9,92.7,0.0,0.6,31.25,12.12,11357.07,499.0,37218.0,4743.0,5073.0,3690.0,3718.0,3924.0,3742.0,16.9,37.6,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-11 20:25:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.059,5918.0,5100.0,0.0,0.0,0.0,16.0,43.6,92.7,0.0,0.6,31.0,12.08,11366.5,510.0,37204.0,4782.0,5051.0,3721.0,3738.0,3913.0,3732.0,16.7,37.9,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-11 20:30:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.149,5962.0,5106.0,0.0,0.0,0.0,15.9,45.0,92.7,0.0,0.7,30.75,12.08,11362.46,502.0,37210.0,4758.0,5079.0,3701.0,3721.0,3909.0,3746.0,16.5,38.5,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-11 20:35:31,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.5,6222.0,5261.0,0.0,0.0,0.0,15.5,47.7,92.7,0.0,0.0,30.5,12.08,11358.42,499.0,37216.0,4840.0,5164.0,3750.0,3773.0,3941.0,3783.0,16.3,39.4,0.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0
