fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-09-19 10:53:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.505,6805.0,5612.0,0.0,0.0,0.0,16.6,47.0,90.9,0.0,0.9,30.5,12.08,11368.53,513.0,37201.0,4941.0,5146.0,3726.0,3821.0,3879.0,3846.0,16.6,44.1,28.0,26.0,16.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 10:58:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.083,7108.0,5943.0,0.0,0.0,0.0,16.8,45.9,90.9,0.0,0.7,30.75,12.08,11366.5,508.0,37204.0,4843.0,5093.0,3639.0,3777.0,3808.0,3810.0,16.8,43.5,30.0,28.0,16.0,0.0,0.0,0.0,0.0,18.0
2025-09-19 11:03:37,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.3979,6883.0,5618.0,0.0,0.0,0.0,17.0,45.1,90.9,0.0,0.7,31.0,12.08,11366.5,512.0,37204.0,4934.0,5082.0,3619.0,3766.0,3798.0,3798.0,17.1,43.2,27.0,26.0,16.0,0.0,0.0,0.0,0.0,18.0
2025-09-19 11:08:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.798,7003.0,5582.0,0.0,0.0,0.0,17.3,45.4,90.9,0.0,0.9,31.25,12.08,11373.24,521.0,37194.0,4947.0,5094.0,3620.0,3763.0,3860.0,3799.0,17.2,43.4,27.0,26.0,16.0,0.0,0.0,0.0,0.0,18.0
2025-09-19 11:13:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.9969,7098.0,5695.0,0.0,0.0,0.0,17.4,45.9,90.9,0.0,0.6,31.5,12.08,11369.2,511.0,37200.0,4986.0,5144.0,3719.0,3819.0,3851.0,3845.0,17.4,43.3,32.0,29.0,16.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 11:18:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.033,7104.0,5714.0,0.0,0.0,0.0,17.7,44.8,90.9,45.0,0.6,31.75,12.08,11361.11,503.0,37212.0,5044.0,5160.0,3684.0,3812.0,3873.0,3850.0,17.6,43.0,30.0,29.0,18.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 11:23:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.308,7073.0,5633.0,0.0,0.0,0.0,18.1,44.7,90.9,46.0,0.0,32.0,12.08,11371.22,514.0,37197.0,4973.0,5119.0,3631.0,3769.0,3792.0,3789.0,17.8,42.9,30.0,29.0,18.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 11:28:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.063,7185.0,5679.0,0.0,0.0,0.0,17.9,45.3,90.9,48.0,0.5,32.25,12.08,11374.59,517.0,37192.0,5010.0,5124.0,3628.0,3763.0,3819.0,3795.0,18.0,42.7,38.0,34.0,18.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 11:33:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.868,7619.0,5924.0,0.0,0.0,0.0,17.9,45.5,90.9,49.0,0.6,32.25,12.08,11379.31,552.0,37185.0,5031.0,5150.0,3996.0,4087.0,3854.0,3835.0,18.1,42.6,36.0,32.0,18.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 11:38:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.312,7302.0,5675.0,0.0,0.0,0.0,18.1,44.9,90.9,50.0,0.5,32.5,12.08,11371.9,542.0,37196.0,5034.0,5166.0,3654.0,3807.0,3847.0,3838.0,18.1,42.5,40.0,34.0,18.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 11:43:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.373,7580.0,5704.0,0.0,0.0,0.0,18.3,44.7,90.9,52.0,0.5,32.75,12.08,11372.57,543.0,37195.0,5043.0,5182.0,3692.0,3811.0,3853.0,3824.0,18.3,42.4,44.0,37.0,18.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 11:48:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.589,7655.0,5699.0,0.0,0.0,0.0,18.2,44.8,90.9,53.0,0.5,33.0,12.08,11390.09,558.0,37169.0,5032.0,5119.0,3618.0,3758.0,3846.0,3783.0,18.4,42.3,45.0,38.0,16.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 11:53:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.0179,7605.0,5651.0,0.0,0.0,0.0,18.4,44.3,90.9,54.0,0.0,33.0,12.08,11373.24,544.0,37194.0,5002.0,5144.0,3652.0,3768.0,3809.0,3788.0,18.5,42.2,45.0,38.0,16.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 11:58:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1863.438,7717.0,5659.0,0.0,0.0,0.0,18.7,43.2,90.9,55.0,0.0,33.25,12.04,11375.94,544.0,37190.0,5053.0,5135.0,3605.0,3759.0,4015.0,3849.0,18.7,41.8,45.0,37.0,16.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 12:08:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.2629,7692.0,5710.0,0.0,0.0,0.0,19.1,42.9,90.9,57.0,0.0,33.75,12.08,11375.94,543.0,37190.0,5105.0,5217.0,3681.0,3806.0,3863.0,3831.0,18.9,41.3,47.0,39.0,16.0,0.0,0.0,0.0,0.0,21.0
2025-09-19 12:13:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.349,7835.0,5676.0,0.0,0.0,0.0,19.3,42.7,90.9,57.0,0.0,33.75,12.08,11371.22,539.0,37197.0,5027.0,5132.0,3623.0,3756.0,3856.0,3771.0,19.1,41.2,44.0,36.0,16.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 12:18:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.298,7784.0,5646.0,0.0,0.0,0.0,19.6,41.9,90.9,58.0,0.0,34.0,12.08,11377.96,546.0,37187.0,5053.0,5143.0,3637.0,3769.0,3889.0,3794.0,19.3,41.3,49.0,42.0,15.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 12:23:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.4139,7903.0,5721.0,0.0,0.0,0.0,19.9,41.3,90.9,59.0,0.0,34.25,12.08,11375.94,567.0,37190.0,5185.0,5266.0,3643.0,3807.0,3915.0,3848.0,19.5,41.0,48.0,41.0,15.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 12:28:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.708,7850.0,5696.0,0.0,0.0,0.0,20.1,41.0,90.9,60.0,0.0,34.5,12.08,11375.94,568.0,37190.0,5160.0,5222.0,3634.0,3807.0,3951.0,3846.0,19.6,40.5,48.0,40.0,15.0,0.0,0.0,0.0,0.0,19.0
2025-09-19 12:33:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.993,7747.0,5661.0,0.0,0.0,0.0,20.4,39.5,90.9,61.0,0.0,34.75,12.12,11371.9,563.0,37196.0,5122.0,5214.0,3619.0,3807.0,3863.0,3790.0,19.9,39.9,43.0,37.0,15.0,0.0,0.0,0.0,0.0,18.0
2025-09-19 12:38:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.1689,7671.0,5666.0,0.0,0.0,0.0,20.9,39.0,90.9,61.0,0.0,35.0,12.08,11377.29,568.0,37188.0,5138.0,5205.0,3606.0,3764.0,3841.0,3794.0,20.0,39.4,42.0,35.0,15.0,0.0,0.0,0.0,0.0,20.0
2025-09-19 12:43:38,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1864.597,7714.0,5733.0,0.0,0.0,0.0,21.1,37.2,90.9,63.0,0.0,35.25,12.08,11375.27,568.0,37191.0,5204.0,5263.0,3656.0,3808.0,3881.0,3827.0,20.3,38.4,42.0,36.0,15.0,0.0,0.0,0.0,0.0,18.0
