fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-09-27 06:56:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.371,5843.0,5521.0,0.0,0.0,0.0,6.7,65.9,91.5,5.0,0.0,21.25,11.54,11382.68,453.0,37180.0,4601.0,4870.0,3660.0,3782.0,3752.0,3795.0,9.5,52.9,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0
2025-09-27 07:01:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.1949,5790.0,5594.0,0.0,0.0,0.0,6.6,66.4,91.5,5.0,0.0,21.25,11.54,11379.31,451.0,37185.0,4637.0,4939.0,3729.0,3819.0,3824.0,3858.0,9.5,52.7,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0
2025-09-27 07:06:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.968,5847.0,5560.0,0.0,0.0,0.0,6.4,66.7,91.5,5.0,0.0,21.25,11.54,11384.7,455.0,37177.0,4625.0,4914.0,3701.0,3812.0,3768.0,3844.0,9.4,52.7,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 07:11:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.076,5779.0,5549.0,0.0,0.0,0.0,6.5,68.5,91.5,5.0,0.0,21.25,11.54,11388.75,458.0,37171.0,4651.0,4917.0,3723.0,3818.0,3795.0,3855.0,9.4,53.4,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 07:16:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.427,5799.0,5514.0,0.0,0.0,0.0,6.1,68.1,91.5,5.0,0.0,21.0,11.54,11383.35,455.0,37179.0,4577.0,4864.0,3682.0,3769.0,3731.0,3795.0,9.3,53.1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 07:21:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.527,5894.0,5512.0,0.0,0.0,0.0,6.0,67.4,91.5,5.0,0.0,21.0,11.54,11392.79,464.0,37165.0,4579.0,4870.0,3672.0,3767.0,3731.0,3804.0,9.2,52.8,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0
2025-09-27 07:26:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1859.774,5953.0,5573.0,0.0,0.0,0.0,5.8,68.5,91.5,5.0,0.0,21.0,11.54,11390.09,462.0,37169.0,4594.0,4884.0,3741.0,3820.0,3783.0,3857.0,9.1,53.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 07:31:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1858.889,5772.0,5570.0,0.0,0.0,0.0,5.8,67.7,91.5,6.0,0.0,21.0,11.54,11388.75,457.0,37171.0,4635.0,4944.0,3707.0,3808.0,3747.0,3836.0,9.0,52.9,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0
2025-09-27 07:36:13,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1858.9871,5743.0,5553.0,0.0,0.0,0.0,5.8,68.0,91.5,7.0,0.0,21.0,11.54,11394.14,466.0,37163.0,4656.0,4933.0,3731.0,3821.0,3765.0,3855.0,9.0,53.2,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0
2025-09-27 07:41:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1858.9561,5772.0,5517.0,0.0,0.0,180.0,5.7,69.6,91.5,7.0,0.5,20.75,11.5,11394.81,464.0,37162.0,4716.0,4999.0,3835.0,3784.0,3861.0,3939.0,9.0,53.3,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
