fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-15 15:20:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1868.495,6577.0,5309.0,15.0,0.0,61.0,22.5,43.5,92.6,1085.0,0.6,40.0,12.12,11369.2,583.0,37200.0,5214.0,5298.0,3652.0,3782.0,3847.0,3740.0,22.8,39.2,53.0,43.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-15 15:25:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1866.1949,6188.0,5518.0,15.0,0.0,49.0,22.2,44.7,92.6,1088.0,1.6,40.0,12.16,11353.7,559.0,37223.0,5105.0,5272.0,3629.0,3734.0,3835.0,3728.0,23.0,39.3,50.0,42.0,31.0,0.0,0.0,0.0,0.0,25.0
2025-10-15 15:30:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1865.682,6005.0,5290.0,15.0,0.0,77.0,21.7,44.7,92.6,1089.0,2.2,39.75,12.12,11352.35,559.0,37225.0,5228.0,5323.0,3618.0,3788.0,3795.0,3744.0,22.8,38.9,42.0,36.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-15 15:35:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1867.349,6279.0,5267.0,15.0,0.0,81.0,22.3,45.3,92.5,1072.0,2.2,39.75,12.12,11351.0,558.0,37227.0,5356.0,5285.0,3557.0,3720.0,3807.0,3730.0,22.7,38.8,42.0,37.0,31.0,0.0,0.0,0.0,0.0,23.0
2025-10-15 15:40:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1866.506,6362.0,5425.0,15.0,0.0,90.0,22.5,43.0,92.5,1072.0,1.4,39.75,12.12,11367.85,577.0,37202.0,5254.0,5346.0,3643.0,3789.0,3835.0,3766.0,22.8,39.0,42.0,35.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-15 15:45:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1866.531,5774.0,5281.0,15.0,0.0,76.0,22.0,43.9,92.5,1035.0,1.6,39.75,12.12,11355.72,562.0,37220.0,5225.0,5309.0,3594.0,3706.0,3816.0,3694.0,22.7,38.6,45.0,37.0,31.0,0.0,0.0,0.0,0.0,25.0
2025-10-15 15:50:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1865.792,6172.0,5264.0,15.0,0.0,81.0,22.5,41.8,92.5,1050.0,1.9,39.75,12.12,11355.05,562.0,37221.0,5217.0,5322.0,3641.0,3783.0,3805.0,3741.0,22.6,39.0,43.0,36.0,31.0,0.0,0.0,0.0,0.0,19.0
2025-10-15 15:55:30,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1865.958,6134.0,5357.0,15.0,0.0,90.0,22.5,42.1,92.5,1031.0,1.2,39.75,12.12,11344.26,548.0,37237.0,5184.0,5366.0,3684.0,3775.0,3886.0,3760.0,22.6,38.6,36.0,32.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-15 16:00:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1866.032,5713.0,5245.0,14.0,0.0,90.0,21.9,39.8,92.5,1024.0,1.8,39.75,12.12,11351.68,560.0,37226.0,5153.0,5266.0,3581.0,3738.0,3799.0,3716.0,22.5,37.0,29.0,25.0,31.0,0.0,0.0,0.0,0.0,20.0
2025-10-15 16:05:28,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1866.5551,5925.0,5216.0,10.0,0.0,90.0,23.0,39.0,92.5,1011.0,0.9,39.75,12.12,11354.37,561.0,37222.0,5289.0,5342.0,3664.0,3786.0,3845.0,3773.0,22.5,37.0,28.0,28.0,31.0,0.0,0.0,0.0,0.0,23.0
