fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-09-27 23:46:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.287,6792.0,5402.0,0.0,0.0,319.0,12.9,51.8,91.1,5.0,1.2,27.25,11.19,11371.9,495.0,37196.0,4698.0,4955.0,3713.0,3805.0,3811.0,3780.0,14.4,43.8,6.0,6.0,15.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 23:51:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.756,6604.0,5387.0,0.0,0.0,317.0,12.8,51.7,91.1,5.0,1.1,27.25,11.15,11363.13,485.0,37209.0,4732.0,5055.0,3748.0,3800.0,3847.0,3804.0,14.4,43.7,7.0,7.0,15.0,0.0,0.0,0.0,0.0,21.0
2025-09-27 23:56:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.745,6526.0,5409.0,0.0,0.0,320.0,12.8,52.6,91.1,5.0,1.2,27.25,11.15,11379.98,505.0,37184.0,4767.0,5050.0,3761.0,3815.0,3893.0,3846.0,14.3,44.2,7.0,7.0,15.0,0.0,0.0,0.0,0.0,21.0
2025-09-28 00:01:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.661,6564.0,5413.0,0.0,0.0,318.0,12.8,52.5,91.1,5.0,1.2,27.25,11.15,11377.96,499.0,37187.0,4660.0,4969.0,3772.0,3809.0,3900.0,3832.0,14.4,44.5,6.0,6.0,15.0,0.0,0.0,0.0,0.0,22.0
2025-09-28 00:06:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.787,6616.0,5447.0,0.0,0.0,318.0,12.8,52.8,91.1,5.0,1.1,27.25,11.15,11371.22,491.0,37197.0,4717.0,5012.0,3758.0,3806.0,3833.0,3826.0,14.4,44.7,8.0,8.0,15.0,0.0,0.0,0.0,0.0,21.0
2025-09-28 00:11:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.188,6557.0,5404.0,0.0,0.0,318.0,12.9,51.5,91.1,5.0,1.1,27.25,11.15,11377.29,504.0,37188.0,4737.0,4993.0,3780.0,3811.0,3857.0,3823.0,14.4,43.7,7.0,6.0,15.0,0.0,0.0,0.0,0.0,21.0
2025-09-28 00:16:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1862.173,6457.0,5407.0,0.0,0.0,312.0,13.0,49.4,91.1,5.0,1.0,27.0,11.15,11367.18,491.0,37203.0,4728.0,5006.0,3735.0,3808.0,3863.0,3831.0,14.5,43.3,6.0,6.0,15.0,0.0,0.0,0.0,0.0,20.0
2025-09-28 00:21:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.79,6495.0,5401.0,0.0,0.0,318.0,13.2,50.3,91.0,5.0,1.1,27.0,11.15,11363.81,484.0,37208.0,4724.0,5024.0,3740.0,3808.0,3881.0,3832.0,14.5,43.4,5.0,5.0,15.0,0.0,0.0,0.0,0.0,22.0
2025-09-28 00:26:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.989,6492.0,5427.0,0.0,0.0,319.0,13.2,50.2,91.0,5.0,1.2,27.25,11.15,11365.16,486.0,37206.0,4746.0,5000.0,3765.0,3811.0,3851.0,3820.0,14.5,43.3,7.0,7.0,15.0,0.0,0.0,0.0,0.0,22.0
2025-09-28 00:31:12,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-02,,1861.364,6591.0,5458.0,0.0,0.0,322.0,13.1,50.7,91.0,5.0,1.3,27.25,11.15,11367.18,489.0,37203.0,4733.0,5007.0,3745.0,3801.0,3881.0,3830.0,14.6,43.5,8.0,7.0,15.0,0.0,0.0,0.0,0.0,22.0
