fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-10-22 17:13:24,2025-10-22T21:36:06,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,32.75,7.9,1.08,25.7,45.92,31.0
2025-10-22 17:43:18,2025-10-22T21:36:06,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,31.5,7.9,1.08,24.04,46.86,31.0
2025-10-22 18:13:11,2025-10-22T21:36:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.25,7.91,1.08,22.5,50.4,31.0
2025-10-22 18:43:05,2025-10-22T21:36:52,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.5,7.89,1.08,22.08,50.08,31.0
2025-10-22 19:12:57,2025-10-22T21:37:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,27.25,7.89,1.08,20.11,51.53,31.0
2025-10-22 19:42:45,2025-10-22T21:37:17,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,23.25,7.9,1.08,17.55,54.31,31.0
2025-10-22 20:12:31,2025-10-22T21:37:17,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,19.5,7.9,1.07,17.34,58.6,31.0
2025-10-22 20:42:24,2025-10-22T21:37:17,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,18.25,7.89,1.08,17.11,59.65,31.0
2025-10-22 21:12:18,2025-10-22T21:37:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,17.5,7.89,1.07,16.13,57.44,31.0
2025-10-22 21:47:59,2025-10-23T09:21:53,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,17.0,7.89,1.07,16.54,60.08,31.0
2025-10-22 22:17:52,2025-10-23T09:22:01,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.75,7.87,1.08,15.6,61.09,31.0
2025-10-22 22:47:45,2025-10-23T09:22:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.25,7.9,1.07,15.88,61.72,31.0
2025-10-22 23:17:39,2025-10-23T09:22:50,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.75,7.89,1.07,15.34,64.51,31.0
2025-10-22 23:47:31,2025-10-23T09:23:04,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.25,7.89,1.07,15.07,65.15,31.0
2025-10-23 00:17:23,2025-10-23T09:23:04,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.25,7.89,1.07,13.19,73.57,31.0
2025-10-23 00:47:15,2025-10-23T09:23:13,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.25,7.88,1.07,12.76,71.55,31.0
2025-10-23 01:17:07,2025-10-23T09:23:18,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.5,7.85,1.07,11.49,71.47,31.0
2025-10-23 01:46:59,2025-10-23T09:24:18,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.25,7.86,1.07,10.32,75.54,31.0
2025-10-23 02:16:54,2025-10-23T09:24:18,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.75,7.87,1.07,11.18,80.04,31.0
2025-10-23 02:46:48,2025-10-23T09:24:18,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.5,7.85,1.07,10.31,78.43,31.0
2025-10-23 03:16:40,2025-10-23T09:24:28,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,9.75,7.85,1.07,9.65,82.77,31.0
2025-10-23 03:46:32,2025-10-23T09:24:31,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,9.25,7.84,1.07,8.76,80.95,31.0
2025-10-23 04:16:25,2025-10-23T09:25:22,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.5,7.88,1.07,8.31,83.76,31.0
2025-10-23 04:46:19,2025-10-23T09:25:22,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.25,7.88,1.07,8.87,87.14,31.0
2025-10-23 05:16:14,2025-10-23T09:25:35,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.0,7.87,1.07,8.06,84.7,31.0
2025-10-23 05:46:08,2025-10-23T09:25:35,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.0,7.86,1.06,8.8,89.59,31.0
2025-10-23 06:16:04,2025-10-23T09:26:31,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.0,7.87,1.07,7.85,88.07,31.0
2025-10-23 06:45:58,2025-10-23T09:26:35,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.5,7.86,1.07,7.64,88.18,31.0
2025-10-23 07:15:53,2025-10-23T09:26:35,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.5,7.86,1.07,8.08,87.15,31.0
2025-10-23 07:45:48,2025-10-23T09:26:43,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.25,7.87,1.06,9.53,86.28,31.0
2025-10-23 08:15:46,2025-10-23T09:26:52,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.0,7.87,1.06,10.85,82.31,31.0
2025-10-23 08:45:46,2025-10-23T09:27:53,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.0,7.85,1.06,12.01,80.66,31.0
2025-10-23 09:15:45,2025-10-23T09:27:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.25,7.88,1.06,13.44,75.13,31.0
2025-10-23 09:51:42,2025-10-23T21:20:49,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.0,7.89,1.06,13.16,72.36,31.0
2025-10-23 10:21:37,2025-10-23T21:20:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.75,7.88,1.06,14.06,67.91,31.0
2025-10-23 10:51:37,2025-10-23T21:20:59,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,18.75,7.86,1.06,15.74,62.95,31.0
2025-10-23 11:21:36,2025-10-23T21:21:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,20.25,7.9,1.06,16.0,60.27,31.0
2025-10-23 11:51:35,2025-10-23T21:21:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,21.75,7.91,1.06,16.82,58.93,31.0
2025-10-23 12:21:33,2025-10-23T21:21:11,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,22.75,7.92,1.06,17.6,55.96,31.0
2025-10-23 12:51:28,2025-10-23T21:21:16,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,23.5,7.89,1.06,17.52,55.2,31.0
2025-10-23 13:21:23,2025-10-23T21:21:20,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,24.25,7.91,1.06,19.31,47.11,31.0
2025-10-23 13:51:22,2025-10-23T21:21:24,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.0,7.88,1.06,20.15,50.39,31.0
2025-10-23 14:21:18,2025-10-23T21:21:29,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.5,7.81,1.06,20.03,49.39,31.0
