fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-05 03:41:00,2025-11-05T09:12:34,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.25,7.91,1.03,7.96,85.58,31.0
2025-11-05 04:10:54,2025-11-05T09:12:38,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.5,7.91,1.03,7.42,85.37,31.0
2025-11-05 04:40:48,2025-11-05T09:12:43,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.5,7.92,1.03,7.75,85.78,31.0
2025-11-05 05:10:41,2025-11-05T09:12:47,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.5,7.9,1.02,8.77,91.02,31.0
2025-11-05 05:40:37,2025-11-05T09:12:51,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,7.25,7.9,1.03,7.16,85.8,31.0
2025-11-05 06:10:30,2025-11-05T09:12:56,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,6.75,7.92,1.03,6.75,88.52,31.0
2025-11-05 06:40:24,2025-11-05T09:13:01,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,6.25,7.91,1.03,6.26,88.48,31.0
2025-11-05 07:10:18,2025-11-05T09:13:05,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,6.5,7.9,1.03,8.53,87.28,31.0
2025-11-05 07:40:22,2025-11-05T09:13:10,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.0,7.91,1.02,12.14,74.29,31.0
2025-11-05 08:10:33,2025-11-05T09:13:14,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.75,7.92,1.02,15.55,60.47,31.0
2025-11-05 08:40:41,2025-11-05T09:13:18,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,22.5,7.91,1.03,17.47,55.25,31.0
2025-11-05 09:10:37,2025-11-05T09:13:23,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,22.5,7.89,1.04,17.0,56.91,31.0
2025-11-05 09:42:59,2025-11-05T21:11:50,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.25,7.92,1.04,18.94,51.6,31.0
2025-11-05 10:12:59,2025-11-05T21:11:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.0,7.92,1.05,20.62,46.51,31.0
2025-11-05 10:42:58,2025-11-05T21:11:58,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.5,7.95,1.05,21.56,45.76,31.0
2025-11-05 11:12:53,2025-11-05T21:12:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.75,7.96,1.05,22.87,41.88,31.0
2025-11-05 11:42:46,2025-11-05T21:12:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.25,7.97,1.04,23.21,45.08,31.0
2025-11-05 12:12:41,2025-11-05T21:12:11,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.25,7.94,1.06,23.82,40.16,31.0
2025-11-05 12:42:37,2025-11-05T21:12:16,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.5,7.94,1.07,23.68,39.53,31.0
2025-11-05 13:12:30,2025-11-05T21:12:20,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,28.0,7.98,1.05,23.76,40.91,31.0
2025-11-05 13:42:25,2025-11-05T21:12:24,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,28.0,7.93,1.05,24.41,41.86,31.0
2025-11-05 14:12:23,2025-11-05T21:12:28,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,28.75,7.97,1.05,24.53,40.52,31.0
2025-11-05 14:42:18,2025-11-05T21:12:33,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,29.0,7.97,1.05,24.97,44.05,31.0
2025-11-05 15:12:16,2025-11-05T21:12:37,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.0,7.97,1.06,25.48,42.01,31.0
2025-11-05 15:42:13,2025-11-05T21:12:41,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.75,7.95,1.06,25.27,41.59,31.0
2025-11-05 16:12:09,2025-11-05T21:12:46,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,31.25,7.95,1.06,24.71,44.25,31.0
2025-11-05 16:42:02,2025-11-05T21:12:50,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,31.0,7.98,1.06,24.22,44.78,31.0
2025-11-05 17:11:58,2025-11-05T21:12:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.75,7.95,1.06,23.45,47.23,31.0
2025-11-05 17:41:53,2025-11-05T21:12:59,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,31.0,7.95,1.06,23.24,47.41,31.0
2025-11-05 18:11:48,2025-11-05T21:13:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.5,7.97,1.06,22.64,48.67,31.0
2025-11-05 18:41:43,2025-11-05T21:13:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.75,7.94,1.06,22.24,50.38,31.0
2025-11-05 19:11:37,2025-11-05T21:13:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,30.25,7.96,1.06,21.6,52.86,31.0
2025-11-05 19:41:30,2025-11-05T21:13:16,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,28.0,7.92,1.06,20.0,54.65,31.0
2025-11-05 20:11:16,2025-11-05T21:13:20,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,22.75,7.95,1.06,17.6,61.43,31.0
2025-11-05 20:41:03,2025-11-05T21:13:25,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,19.25,7.96,1.06,16.51,65.27,31.0
2025-11-05 21:10:54,2025-11-05T21:13:29,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,17.25,7.92,1.06,15.45,69.5,31.0
2025-11-05 21:42:55,2025-11-06T09:11:49,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.0,7.94,1.06,14.23,73.95,31.0
2025-11-05 22:12:47,2025-11-06T09:11:54,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.75,7.92,1.06,13.64,76.07,31.0
2025-11-05 22:42:40,2025-11-06T09:11:59,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.0,7.94,1.07,13.11,77.33,31.0
2025-11-05 23:12:34,2025-11-06T09:12:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.5,7.91,1.07,12.63,80.16,31.0
2025-11-05 23:42:26,2025-11-06T09:12:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.75,7.91,1.07,12.41,80.76,31.0
2025-11-06 00:12:19,2025-11-06T09:12:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.5,7.91,1.07,11.74,85.04,31.0
2025-11-06 00:42:13,2025-11-06T09:12:16,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.0,7.92,1.07,11.49,85.44,31.0
2025-11-06 01:12:06,2025-11-06T09:12:20,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.5,7.91,1.07,11.32,87.12,31.0
2025-11-06 01:42:00,2025-11-06T09:12:25,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.25,7.93,1.07,11.18,88.89,31.0
2025-11-06 02:11:54,2025-11-06T09:12:29,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.75,7.93,1.07,10.38,88.89,31.0
2025-11-06 02:41:47,2025-11-06T09:12:33,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.25,7.92,1.07,9.85,90.25,31.0
2025-11-06 03:11:40,2025-11-06T09:12:38,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,9.25,7.9,1.07,8.88,90.6,31.0
2025-11-06 03:41:33,2025-11-06T09:12:42,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.75,7.92,1.07,8.99,92.31,31.0
2025-11-06 04:11:28,2025-11-06T09:12:46,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,8.5,7.92,1.07,9.26,89.84,31.0
2025-11-06 04:41:23,2025-11-06T09:12:51,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,9.5,7.92,1.07,10.3,93.06,31.0
2025-11-06 05:11:20,2025-11-06T09:12:55,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,10.25,7.89,1.07,10.71,91.54,31.0
2025-11-06 05:41:17,2025-11-06T09:12:59,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.0,7.92,1.07,11.22,87.46,31.0
2025-11-06 06:11:13,2025-11-06T09:13:04,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.5,7.92,1.08,10.98,85.65,31.0
2025-11-06 06:41:07,2025-11-06T09:13:08,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.5,7.92,1.08,10.98,84.59,31.0
2025-11-06 07:11:01,2025-11-06T09:13:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,11.5,7.91,1.08,11.08,83.44,31.0
2025-11-06 07:40:57,2025-11-06T09:13:16,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.0,7.89,1.08,11.75,81.1,31.0
2025-11-06 08:10:52,2025-11-06T09:13:21,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.5,7.89,1.08,11.82,81.55,31.0
2025-11-06 08:40:48,2025-11-06T09:13:25,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,12.75,7.9,1.08,12.12,80.01,31.0
2025-11-06 09:10:44,2025-11-06T09:13:29,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.25,7.89,1.07,12.16,80.97,31.0
2025-11-06 09:43:00,2025-11-06T21:11:57,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.0,7.89,1.07,12.36,79.13,31.0
2025-11-06 10:12:57,2025-11-06T21:12:02,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.5,7.9,1.07,12.83,79.22,31.0
2025-11-06 10:42:54,2025-11-06T21:12:06,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.0,7.91,1.07,13.0,76.5,31.0
2025-11-06 11:12:50,2025-11-06T21:12:10,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.75,7.89,1.07,13.46,74.43,31.0
2025-11-06 11:42:46,2025-11-06T21:12:14,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.25,7.91,1.07,13.61,74.78,31.0
2025-11-06 12:12:43,2025-11-06T21:12:19,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,17.75,7.92,1.07,15.22,66.97,31.0
