fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-10-31 11:35:48,2025-10-31T21:04:59,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,27.5,7.91,1.02,21.64,48.06,31.0
2025-10-31 12:05:40,2025-10-31T21:05:03,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.75,7.94,1.03,21.43,44.79,31.0
2025-10-31 12:35:35,2025-10-31T21:05:07,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,25.5,7.94,1.02,21.18,40.72,31.0
2025-10-31 13:05:30,2025-10-31T21:05:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,25.25,7.9,1.03,21.18,44.52,31.0
2025-10-31 13:35:24,2025-10-31T21:05:17,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,25.25,7.94,1.02,21.48,45.64,31.0
2025-10-31 14:05:21,2025-10-31T21:05:21,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.25,7.94,1.03,22.21,45.01,31.0
2025-10-31 14:35:17,2025-10-31T21:05:25,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,26.5,7.94,1.02,22.92,40.12,31.0
2025-10-31 15:05:15,2025-10-31T21:05:29,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,27.5,7.94,1.02,23.23,41.08,31.0
2025-10-31 15:35:12,2025-10-31T21:05:33,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,27.75,7.95,1.03,21.77,44.66,31.0
2025-10-31 16:05:03,2025-10-31T21:05:38,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,25.75,7.94,1.02,20.41,47.86,31.0
2025-10-31 16:34:55,2025-10-31T21:05:42,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,24.5,7.94,1.02,19.85,51.43,31.0
2025-10-31 17:04:51,2025-10-31T21:05:46,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,24.75,7.95,1.02,20.4,46.17,31.0
2025-10-31 17:34:46,2025-10-31T21:05:51,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,24.0,7.91,1.03,18.85,50.13,31.0
2025-10-31 18:04:34,2025-10-31T21:05:56,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,21.0,7.94,1.02,17.63,53.99,31.0
2025-10-31 18:34:24,2025-10-31T21:06:00,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,19.25,7.92,1.02,17.02,56.02,31.0
2025-10-31 19:04:17,2025-10-31T21:06:04,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,18.0,7.92,1.02,15.61,59.26,31.0
2025-10-31 19:34:08,2025-10-31T21:06:08,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,16.5,7.92,1.01,14.62,62.36,31.0
2025-10-31 20:04:00,2025-10-31T21:06:12,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.5,7.9,1.01,14.29,63.3,31.0
2025-10-31 20:33:54,2025-10-31T21:06:17,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,15.0,7.9,1.01,13.73,63.33,31.0
2025-10-31 21:03:47,2025-10-31T21:06:21,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,14.25,7.92,1.01,13.0,67.19,31.0
2025-10-31 21:35:50,2025-11-01T09:05:06,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.75,7.9,1.01,13.0,65.43,31.0
2025-10-31 22:05:45,2025-11-01T09:05:11,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.25,7.92,1.01,12.87,68.92,31.0
2025-10-31 22:35:51,2025-11-01T09:05:15,Sin sesión,,,,14,LVAG-03,"Estación de Nivel de Agua para Línea Base, Caren",0.0,13.5,7.91,1.01,13.26,64.56,31.0
