fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-12-12T18:25:40,2025-12-12 18:26:22,Sin sesión,,,,13,AGUA-02,,23.94,36.5,12.29,1623.0,7.51,20.0
2025-12-12T19:25:57,2025-12-12 19:27:17,Sin sesión,,,,13,AGUA-02,,25.69,31.5,12.27,1602.0,7.79,8.0
2025-12-12T20:27:11,2025-12-12 20:28:12,Sin sesión,,,,13,AGUA-02,,22.88,29.0,12.25,1588.0,7.98,7.0
2025-12-12T21:28:08,2025-12-12 21:28:50,Sin sesión,,,,13,AGUA-02,,22.62,26.0,12.24,1577.0,8.03,19.0
2025-12-12T22:28:47,2025-12-12 22:29:29,Sin sesión,,,,13,AGUA-02,,22.25,24.25,12.23,1566.0,7.99,22.0
2025-12-12T23:29:30,2025-12-12 23:30:12,Sin sesión,,,,13,AGUA-02,,21.62,22.75,12.22,1552.0,8.03,22.0
2025-12-13T00:30:15,2025-12-13 00:30:57,Sin sesión,,,,13,AGUA-02,,21.44,21.75,12.22,1535.0,8.01,22.0
2025-12-13T01:31:00,2025-12-13 01:31:53,Sin sesión,,,,13,AGUA-02,,22.06,20.75,12.19,1523.0,7.97,21.0
2025-12-13T02:31:58,2025-12-13 02:32:49,Sin sesión,,,,13,AGUA-02,,21.69,20.0,12.19,1515.0,7.97,19.0
2025-12-13T03:32:54,2025-12-13 03:33:36,Sin sesión,,,,13,AGUA-02,,21.69,19.25,12.17,1507.0,7.94,21.0
2025-12-13T04:33:40,2025-12-13 04:34:22,Sin sesión,,,,13,AGUA-02,,21.31,18.75,12.18,1503.0,7.92,21.0
2025-12-13T05:34:28,2025-12-13 05:35:10,Sin sesión,,,,13,AGUA-02,,21.0,18.75,12.18,1499.0,7.89,21.0
2025-12-13T06:35:15,2025-12-13 06:36:31,Sin sesión,,,,13,AGUA-02,,20.81,18.5,12.17,1516.0,7.88,10.0
2025-12-13T08:37:53,2025-12-13 08:38:35,Sin sesión,,,,13,AGUA-02,,19.44,20.25,12.21,1500.0,7.9,19.0
2025-12-13T09:38:47,2025-12-13 09:39:29,Sin sesión,,,,13,AGUA-02,,20.31,22.0,12.2,1515.0,7.79,21.0
2025-12-13T10:39:47,2025-12-13 10:40:38,Sin sesión,,,,13,AGUA-02,,20.62,24.5,12.24,1526.0,7.79,20.0
2025-12-13T11:40:50,2025-12-13 11:41:32,Sin sesión,,,,13,AGUA-02,,21.19,26.0,12.24,1545.0,7.87,19.0
2025-12-13T12:41:48,2025-12-13 12:42:31,Sin sesión,,,,13,AGUA-02,,24.0,27.75,12.24,1563.0,7.38,22.0
2025-12-13T13:42:50,2025-12-13 13:43:32,Sin sesión,,,,13,AGUA-02,,23.5,30.25,12.24,1603.0,7.21,22.0
2025-12-13T14:43:49,2025-12-13 14:44:42,Sin sesión,,,,13,AGUA-02,,24.12,34.25,12.24,1634.0,7.25,19.0
2025-12-13T15:45:01,2025-12-13 15:45:43,Sin sesión,,,,13,AGUA-02,,24.88,35.75,12.25,1658.0,7.61,23.0
2025-12-13T16:45:46,2025-12-13 16:46:48,Sin sesión,,,,13,AGUA-02,,25.69,35.5,12.27,1661.0,7.72,20.0
2025-12-13T17:46:53,2025-12-13 17:47:44,Sin sesión,,,,13,AGUA-02,,25.38,33.5,12.27,1646.0,7.9,18.0
2025-12-13T18:47:46,2025-12-13 18:48:28,Sin sesión,,,,13,AGUA-02,,23.75,30.25,12.26,1630.0,8.0,23.0
2025-12-13T19:48:24,2025-12-13 19:49:06,Sin sesión,,,,13,AGUA-02,,23.69,28.5,12.24,1623.0,8.07,21.0
2025-12-13T20:49:05,2025-12-13 20:49:47,Sin sesión,,,,13,AGUA-02,,23.31,26.75,12.24,1603.0,8.13,23.0
2025-12-13T21:49:44,2025-12-13 21:50:26,Sin sesión,,,,13,AGUA-02,,22.81,25.25,12.24,1587.0,8.12,22.0
2025-12-13T22:50:31,2025-12-13 22:51:13,Sin sesión,,,,13,AGUA-02,,22.38,24.5,12.23,1576.0,8.08,21.0
2025-12-13T23:51:17,2025-12-13 23:52:07,Sin sesión,,,,13,AGUA-02,,22.25,23.5,12.22,1575.0,8.05,16.0
2025-12-14T00:52:11,2025-12-14 00:52:53,Sin sesión,,,,13,AGUA-02,,21.81,22.5,12.22,1569.0,8.02,22.0
2025-12-14T01:52:56,2025-12-14 01:53:38,Sin sesión,,,,13,AGUA-02,,21.56,22.0,12.19,1559.0,7.99,19.0
2025-12-14T02:53:43,2025-12-14 02:54:25,Sin sesión,,,,13,AGUA-02,,21.94,21.25,12.2,1554.0,7.98,18.0
2025-12-14T03:54:29,2025-12-14 03:55:48,Sin sesión,,,,13,AGUA-02,,21.56,21.0,12.17,1540.0,7.98,9.0
2025-12-14T05:57:00,2025-12-14 05:57:42,Sin sesión,,,,13,AGUA-02,,21.12,20.25,12.18,1524.0,7.99,18.0
2025-12-14T06:57:46,2025-12-14 06:58:28,Sin sesión,,,,13,AGUA-02,,20.81,20.0,12.18,1512.0,7.99,19.0
2025-12-14T07:58:37,2025-12-14 07:59:19,Sin sesión,,,,13,AGUA-02,,20.19,20.75,12.17,1505.0,8.02,21.0
2025-12-14T08:59:29,2025-12-14 09:00:11,Sin sesión,,,,13,AGUA-02,,19.69,21.25,12.18,1502.0,8.01,22.0
2025-12-14T10:00:20,2025-12-14 10:01:11,Sin sesión,,,,13,AGUA-02,,19.88,22.0,12.18,1497.0,7.99,16.0
2025-12-14T11:01:20,2025-12-14 11:02:11,Sin sesión,,,,13,AGUA-02,,19.69,22.0,12.18,1491.0,8.01,20.0
2025-12-14T12:02:18,2025-12-14 12:03:00,Sin sesión,,,,13,AGUA-02,,19.56,22.0,12.19,1485.0,8.04,22.0
2025-12-14T13:03:10,2025-12-14 13:04:00,Sin sesión,,,,13,AGUA-02,,19.62,23.25,12.22,1483.0,8.03,19.0
2025-12-14T14:04:12,2025-12-14 14:04:54,Sin sesión,,,,13,AGUA-02,,19.69,24.25,12.24,1483.0,7.98,21.0
2025-12-14T15:05:06,2025-12-14 15:06:08,Sin sesión,,,,13,AGUA-02,,19.75,25.0,12.24,1484.0,8.0,20.0
2025-12-14T16:06:24,2025-12-14 16:07:06,Sin sesión,,,,13,AGUA-02,,20.0,28.75,12.24,1493.0,7.8,20.0
2025-12-14T17:07:41,2025-12-14 17:08:23,Sin sesión,,,,13,AGUA-02,,21.88,36.5,12.25,1509.0,7.34,21.0
2025-12-14T18:08:38,2025-12-14 18:09:29,Sin sesión,,,,13,AGUA-02,,21.38,37.0,12.27,1520.0,7.33,20.0
2025-12-14T19:09:06,2025-12-14 19:09:48,Sin sesión,,,,13,AGUA-02,,22.69,30.5,12.25,1515.0,7.68,21.0
2025-12-14T20:09:44,2025-12-14 20:10:26,Sin sesión,,,,13,AGUA-02,,20.56,28.5,12.24,1507.0,7.96,23.0
2025-12-14T21:10:24,2025-12-14 21:11:05,Sin sesión,,,,13,AGUA-02,,20.5,26.0,12.24,1494.0,8.07,20.0
2025-12-14T22:11:02,2025-12-14 22:11:53,Sin sesión,,,,13,AGUA-02,,20.0,24.0,12.22,1485.0,8.07,19.0
2025-12-14T23:11:51,2025-12-14 23:12:33,Sin sesión,,,,13,AGUA-02,,20.94,22.0,12.21,1478.0,8.07,21.0
2025-12-15T00:12:36,2025-12-15 00:13:27,Sin sesión,,,,13,AGUA-02,,20.12,20.75,12.2,1469.0,8.09,20.0
2025-12-15T01:13:27,2025-12-15 01:14:09,Sin sesión,,,,13,AGUA-02,,19.81,19.5,12.19,1462.0,8.05,22.0
2025-12-15T02:14:13,2025-12-15 02:15:31,Sin sesión,,,,13,AGUA-02,,19.62,18.75,12.18,1455.0,8.01,10.0
2025-12-15T04:16:46,2025-12-15 04:17:43,Sin sesión,,,,13,AGUA-02,,19.06,17.0,12.16,1439.0,7.98,19.0
2025-12-15T05:17:45,2025-12-15 05:18:27,Sin sesión,,,,13,AGUA-02,,18.81,16.25,12.17,1429.0,7.97,21.0
2025-12-15T06:18:30,2025-12-15 06:19:12,Sin sesión,,,,13,AGUA-02,,18.44,15.5,12.15,1421.0,7.98,22.0
2025-12-15T07:19:17,2025-12-15 07:20:08,Sin sesión,,,,13,AGUA-02,,18.12,15.5,12.16,1410.0,8.02,18.0
2025-12-15T08:20:27,2025-12-15 08:21:20,Sin sesión,,,,13,AGUA-02,,18.0,18.75,12.17,1406.0,7.99,17.0
2025-12-15T09:21:41,2025-12-15 09:22:32,Sin sesión,,,,13,AGUA-02,,17.94,21.75,12.18,1416.0,7.65,20.0
2025-12-15T10:22:50,2025-12-15 10:23:52,Sin sesión,,,,13,AGUA-02,,18.0,24.25,12.18,1420.0,7.59,16.0
2025-12-15T11:24:10,2025-12-15 11:25:00,Sin sesión,,,,13,AGUA-02,,18.94,26.25,12.2,1449.0,7.84,19.0
2025-12-15T12:25:15,2025-12-15 12:25:57,Sin sesión,,,,13,AGUA-02,,21.31,28.25,12.19,1445.0,6.74,20.0
2025-12-15T13:26:14,2025-12-15 13:26:56,Sin sesión,,,,13,AGUA-02,,20.25,32.0,12.24,1477.0,5.83,21.0
2025-12-15T14:27:14,2025-12-15 14:28:16,Sin sesión,,,,13,AGUA-02,,20.75,35.75,12.24,1488.0,5.5,18.0
2025-12-15T16:29:55,2025-12-15 16:31:21,Sin sesión,,,,13,AGUA-02,,22.62,43.25,12.3,1559.0,6.32,21.0
2025-12-15T17:30:56,2025-12-15 17:31:38,Sin sesión,,,,13,AGUA-02,,23.5,42.0,12.3,1576.0,7.01,20.0
2025-12-15T18:31:40,2025-12-15 18:32:30,Sin sesión,,,,13,AGUA-02,,23.25,38.0,12.3,1562.0,7.26,18.0
2025-12-15T19:32:20,2025-12-15 19:33:21,Sin sesión,,,,13,AGUA-02,,23.62,35.25,12.26,1544.0,7.55,18.0
2025-12-15T20:33:18,2025-12-15 20:34:09,Sin sesión,,,,13,AGUA-02,,22.25,32.75,12.25,1515.0,7.89,19.0
2025-12-15T21:34:01,2025-12-15 21:34:43,Sin sesión,,,,13,AGUA-02,,22.06,29.0,12.24,1499.0,8.01,22.0
2025-12-15T22:34:36,2025-12-15 22:35:18,Sin sesión,,,,13,AGUA-02,,21.81,26.5,12.24,1483.0,8.03,22.0
2025-12-15T23:35:18,2025-12-15 23:36:19,Sin sesión,,,,13,AGUA-02,,21.31,24.75,12.22,1470.0,8.03,19.0
2025-12-16T00:36:22,2025-12-16 00:37:03,Sin sesión,,,,13,AGUA-02,,22.31,23.5,12.22,1464.0,7.99,20.0
2025-12-16T01:37:02,2025-12-16 01:38:04,Sin sesión,,,,13,AGUA-02,,21.62,22.0,12.2,1461.0,7.98,20.0
2025-12-16T02:38:04,2025-12-16 02:38:54,Sin sesión,,,,13,AGUA-02,,21.06,20.5,12.18,1452.0,7.95,18.0
2025-12-16T03:38:56,2025-12-16 03:39:38,Sin sesión,,,,13,AGUA-02,,20.75,19.5,12.18,1443.0,7.94,21.0
2025-12-16T04:39:40,2025-12-16 04:40:30,Sin sesión,,,,13,AGUA-02,,20.44,18.75,12.18,1436.0,7.95,19.0
2025-12-16T05:42:23,2025-12-16 05:43:14,Sin sesión,,,,13,AGUA-02,,0.0,18.25,12.17,0.0,0.0,19.0
2025-12-16T06:45:11,2025-12-16 06:46:02,Sin sesión,,,,13,AGUA-02,,0.0,18.75,12.16,0.0,0.0,19.0
2025-12-16T07:48:00,2025-12-16 07:48:51,Sin sesión,,,,13,AGUA-02,,0.0,21.25,12.17,0.0,0.0,20.0
2025-12-16T08:51:01,2025-12-16 08:51:43,Sin sesión,,,,13,AGUA-02,,0.0,24.0,12.2,0.0,0.0,21.0
2025-12-16T09:53:48,2025-12-16 09:54:30,Sin sesión,,,,13,AGUA-02,,0.0,26.5,12.19,0.0,0.0,19.0
2025-12-16T10:56:34,2025-12-16 10:57:25,Sin sesión,,,,13,AGUA-02,,0.0,28.75,12.19,0.0,0.0,20.0
2025-12-16T11:59:29,2025-12-16 12:00:11,Sin sesión,,,,13,AGUA-02,,0.0,31.0,12.19,0.0,0.0,22.0
2025-12-16T13:02:17,2025-12-16 13:02:59,Sin sesión,,,,13,AGUA-02,,0.0,34.0,12.24,0.0,0.0,22.0
2025-12-16T14:05:11,2025-12-16 14:06:02,Sin sesión,,,,13,AGUA-02,,0.0,38.0,12.25,0.0,0.0,20.0
2025-12-16T15:08:14,2025-12-16 15:09:05,Sin sesión,,,,13,AGUA-02,,0.0,44.5,12.28,0.0,0.0,19.0
2025-12-16T16:11:16,2025-12-16 16:11:58,Sin sesión,,,,13,AGUA-02,,0.0,47.0,12.3,0.0,0.0,21.0
2025-12-16T17:14:02,2025-12-16 17:14:44,Sin sesión,,,,13,AGUA-02,,0.0,48.0,12.31,0.0,0.0,20.0
2025-12-16T18:16:33,2025-12-16 18:17:14,Sin sesión,,,,13,AGUA-02,,0.0,44.0,12.3,0.0,0.0,21.0
2025-12-16T19:18:39,2025-12-16 19:19:30,Sin sesión,,,,13,AGUA-02,,0.0,38.25,12.29,0.0,0.0,19.0
2025-12-16T20:21:14,2025-12-16 20:22:16,Sin sesión,,,,13,AGUA-02,,0.0,34.75,12.29,0.0,0.0,14.0
2025-12-16T21:23:55,2025-12-16 21:24:37,Sin sesión,,,,13,AGUA-02,,0.0,30.75,12.25,0.0,0.0,22.0
2025-12-16T22:26:18,2025-12-16 22:26:59,Sin sesión,,,,13,AGUA-02,,0.0,27.75,12.24,0.0,0.0,20.0
2025-12-16T23:28:45,2025-12-16 23:29:28,Sin sesión,,,,13,AGUA-02,,0.0,26.0,12.24,0.0,0.0,20.0
2025-12-17T00:31:17,2025-12-17 00:32:37,Sin sesión,,,,13,AGUA-02,,0.0,24.75,12.24,0.0,0.0,9.0
2025-12-17T02:37:20,2025-12-17 02:38:26,Sin sesión,,,,13,AGUA-02,,0.0,22.75,12.2,0.0,0.0,17.0
2025-12-17T03:40:17,2025-12-17 03:41:08,Sin sesión,,,,13,AGUA-02,,0.0,21.5,12.18,0.0,0.0,20.0
2025-12-17T04:43:00,2025-12-17 04:43:50,Sin sesión,,,,13,AGUA-02,,0.0,20.75,12.18,0.0,0.0,18.0
