fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-12-17T00:32:18,2025-12-17 00:33:03,Sin sesión,,,,13,AGUA-01,,0.0,30.75,12.41,0.0,0.0,26.0
2025-12-17T01:34:46,2025-12-17 01:35:31,Sin sesión,,,,13,AGUA-01,,0.0,27.0,12.39,0.0,0.0,26.0
2025-12-17T02:37:06,2025-12-17 02:37:51,Sin sesión,,,,13,AGUA-01,,0.0,24.0,12.38,0.0,0.0,23.0
2025-12-17T03:39:25,2025-12-17 03:40:11,Sin sesión,,,,13,AGUA-01,,22.31,22.25,12.38,1449.0,8.69,26.0
2025-12-17T04:41:56,2025-12-17 04:42:42,Sin sesión,,,,13,AGUA-01,,0.0,21.75,12.36,0.0,0.0,25.0
2025-12-17T05:43:45,2025-12-17 05:44:31,Sin sesión,,,,13,AGUA-01,,21.5,20.75,12.35,1428.0,8.76,26.0
2025-12-17T06:46:16,2025-12-17 06:47:01,Sin sesión,,,,13,AGUA-01,,0.0,20.25,12.36,0.0,0.0,22.0
2025-12-17T07:48:34,2025-12-17 07:49:19,Sin sesión,,,,13,AGUA-01,,21.44,22.25,12.36,1435.0,8.75,29.0
2025-12-17T08:51:23,2025-12-17 08:52:08,Sin sesión,,,,13,AGUA-01,,0.0,26.0,12.39,0.0,0.0,30.0
2025-12-17T09:54:12,2025-12-17 09:54:58,Sin sesión,,,,13,AGUA-01,,0.0,30.0,12.4,0.0,0.0,23.0
2025-12-17T10:56:28,2025-12-17 10:57:13,Sin sesión,,,,13,AGUA-01,,22.94,37.0,12.42,1474.0,8.31,25.0
2025-12-17T11:58:41,2025-12-17 11:59:26,Sin sesión,,,,13,AGUA-01,,22.75,38.5,12.44,1467.0,8.19,30.0
2025-12-17T12:59:45,2025-12-17 13:00:32,Sin sesión,,,,13,AGUA-01,,23.75,35.25,12.42,1482.0,8.55,26.0
2025-12-17T14:01:27,2025-12-17 14:02:12,Sin sesión,,,,13,AGUA-01,,23.5,34.75,12.44,1474.0,8.45,26.0
