fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (uS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-12-04T00:52:13,2025-12-04 00:52:57,Sin sesión,,,,13,AGUA-01,,0.0,27.5,12.39,0.0,0.0,22.0
2025-12-04T01:54:38,2025-12-04 01:55:22,Sin sesión,,,,13,AGUA-01,,0.0,25.0,12.39,0.0,0.0,24.0
2025-12-04T02:57:07,2025-12-04 02:57:51,Sin sesión,,,,13,AGUA-01,,0.0,23.5,12.39,0.0,0.0,22.0
2025-12-04T03:59:38,2025-12-04 04:00:22,Sin sesión,,,,13,AGUA-01,,0.0,22.5,12.37,0.0,0.0,24.0
2025-12-04T05:02:08,2025-12-04 05:02:53,Sin sesión,,,,13,AGUA-01,,0.0,21.5,12.35,0.0,0.0,22.0
2025-12-04T06:04:41,2025-12-04 06:05:25,Sin sesión,,,,13,AGUA-01,,0.0,20.75,12.36,0.0,0.0,30.0
2025-12-04T07:07:15,2025-12-04 07:08:00,Sin sesión,,,,13,AGUA-01,,0.0,21.0,12.37,0.0,0.0,24.0
2025-12-04T08:09:58,2025-12-04 08:10:42,Sin sesión,,,,13,AGUA-01,,0.0,23.75,12.38,0.0,0.0,26.0
2025-12-04T09:12:45,2025-12-04 09:13:30,Sin sesión,,,,13,AGUA-01,,0.0,27.25,12.39,0.0,0.0,25.0
2025-12-04T10:15:17,2025-12-04 10:16:01,Sin sesión,,,,13,AGUA-01,,23.56,34.0,12.41,1527.0,8.6,28.0
2025-12-04T11:18:10,2025-12-04 11:18:55,Sin sesión,,,,13,AGUA-01,,23.12,37.75,12.43,1556.0,8.56,25.0
2025-12-04T12:20:10,2025-12-04 12:20:54,Sin sesión,,,,13,AGUA-01,,24.06,36.5,12.44,1567.0,8.67,28.0
2025-12-04T13:22:00,2025-12-04 13:22:45,Sin sesión,,,,13,AGUA-01,,24.19,34.75,12.43,1546.0,8.72,26.0
2025-12-04T14:23:51,2025-12-04 14:24:35,Sin sesión,,,,13,AGUA-01,,24.31,35.25,12.44,1552.0,8.68,26.0
2025-12-04T15:25:55,2025-12-04 15:26:40,Sin sesión,,,,13,AGUA-01,,24.06,35.75,12.45,1565.0,8.63,29.0
2025-12-04T16:28:11,2025-12-04 16:28:55,Sin sesión,,,,13,AGUA-01,,24.25,35.75,12.44,1583.0,8.62,29.0
2025-12-04T17:30:45,2025-12-04 17:31:30,Sin sesión,,,,13,AGUA-01,,0.0,35.75,12.46,0.0,0.0,25.0
2025-12-04T18:32:31,2025-12-04 18:33:16,Sin sesión,,,,13,AGUA-01,,24.56,34.75,12.46,1590.0,8.64,30.0
2025-12-04T19:34:26,2025-12-04 19:35:11,Sin sesión,,,,13,AGUA-01,,24.56,32.75,12.44,1573.0,8.68,31.0
2025-12-04T20:36:47,2025-12-04 20:37:32,Sin sesión,,,,13,AGUA-01,,0.0,27.5,12.42,0.0,0.0,29.0
2025-12-04T21:38:34,2025-12-04 21:39:18,Sin sesión,,,,13,AGUA-01,,24.38,26.5,12.4,1515.0,8.73,24.0
2025-12-04T22:41:04,2025-12-04 22:41:49,Sin sesión,,,,13,AGUA-01,,0.0,25.25,12.4,0.0,0.0,31.0
2025-12-04T23:42:59,2025-12-04 23:43:44,Sin sesión,,,,13,AGUA-01,,23.25,24.0,12.39,1484.0,8.75,25.0
2025-12-05T00:44:35,2025-12-05 00:45:20,Sin sesión,,,,13,AGUA-01,,23.12,22.75,12.38,1455.0,8.77,24.0
2025-12-05T01:46:21,2025-12-05 01:47:05,Sin sesión,,,,13,AGUA-01,,22.88,22.0,12.37,1444.0,8.76,24.0
2025-12-05T02:48:46,2025-12-05 02:49:31,Sin sesión,,,,13,AGUA-01,,22.88,21.25,12.37,1440.0,8.77,24.0
2025-12-05T03:51:18,2025-12-05 03:52:03,Sin sesión,,,,13,AGUA-01,,0.0,20.75,12.37,0.0,0.0,23.0
2025-12-05T04:52:53,2025-12-05 04:53:37,Sin sesión,,,,13,AGUA-01,,22.5,19.75,12.34,1449.0,8.75,22.0
2025-12-05T05:55:06,2025-12-05 05:55:51,Sin sesión,,,,13,AGUA-01,,22.38,19.75,12.35,1459.0,8.75,24.0
2025-12-05T06:57:39,2025-12-05 06:58:24,Sin sesión,,,,13,AGUA-01,,0.0,19.75,12.35,0.0,0.0,22.0
2025-12-05T08:00:18,2025-12-05 08:01:03,Sin sesión,,,,13,AGUA-01,,0.0,21.75,12.37,0.0,0.0,28.0
2025-12-05T09:02:28,2025-12-05 09:03:13,Sin sesión,,,,13,AGUA-01,,22.25,24.5,12.39,1425.0,8.65,24.0
2025-12-05T10:05:04,2025-12-05 10:05:48,Sin sesión,,,,13,AGUA-01,,22.25,30.25,12.41,1417.0,8.81,22.0
2025-12-05T11:07:13,2025-12-05 11:07:58,Sin sesión,,,,13,AGUA-01,,24.06,36.75,12.42,1476.0,8.79,23.0
2025-12-05T12:09:47,2025-12-05 12:10:32,Sin sesión,,,,13,AGUA-01,,24.5,39.0,12.42,1484.0,8.44,25.0
2025-12-05T13:11:25,2025-12-05 13:12:10,Sin sesión,,,,13,AGUA-01,,24.69,37.5,12.43,1487.0,8.67,24.0
2025-12-05T14:13:30,2025-12-05 14:14:15,Sin sesión,,,,13,AGUA-01,,24.56,38.25,12.45,1516.0,8.51,25.0
2025-12-05T15:15:31,2025-12-05 15:16:15,Sin sesión,,,,13,AGUA-01,,24.56,38.75,12.45,1520.0,8.68,29.0
2025-12-05T16:18:00,2025-12-05 16:18:45,Sin sesión,,,,13,AGUA-01,,25.0,40.0,12.48,1546.0,8.51,25.0
2025-12-05T17:19:40,2025-12-05 17:20:24,Sin sesión,,,,13,AGUA-01,,24.44,40.75,12.45,1495.0,8.63,25.0
2025-12-05T18:22:14,2025-12-05 18:22:59,Sin sesión,,,,13,AGUA-01,,0.0,40.5,12.46,0.0,0.0,26.0
2025-12-05T19:23:24,2025-12-05 19:24:09,Sin sesión,,,,13,AGUA-01,,24.31,36.75,12.46,1482.0,8.81,30.0
2025-12-05T20:24:50,2025-12-05 20:25:34,Sin sesión,,,,13,AGUA-01,,24.12,32.5,12.45,1477.0,8.87,31.0
2025-12-05T21:27:13,2025-12-05 21:27:58,Sin sesión,,,,13,AGUA-01,,0.0,30.0,12.41,0.0,0.0,22.0
2025-12-05T22:29:47,2025-12-05 22:30:32,Sin sesión,,,,13,AGUA-01,,0.0,30.25,12.41,0.0,0.0,25.0
2025-12-05T23:31:57,2025-12-05 23:32:42,Sin sesión,,,,13,AGUA-01,,23.62,29.0,12.4,1404.0,8.84,29.0
2025-12-06T00:34:22,2025-12-06 00:35:06,Sin sesión,,,,13,AGUA-01,,0.0,27.0,12.4,0.0,0.0,22.0
2025-12-06T01:36:23,2025-12-06 01:37:08,Sin sesión,,,,13,AGUA-01,,23.62,24.75,12.39,1378.0,8.76,29.0
2025-12-06T02:38:53,2025-12-06 02:39:37,Sin sesión,,,,13,AGUA-01,,0.0,24.0,12.38,0.0,0.0,22.0
2025-12-06T03:40:04,2025-12-06 03:40:49,Sin sesión,,,,13,AGUA-01,,22.88,23.25,12.36,1413.0,8.75,31.0
2025-12-06T04:41:52,2025-12-06 04:42:37,Sin sesión,,,,13,AGUA-01,,22.81,22.75,12.37,1369.0,8.76,22.0
2025-12-06T05:43:00,2025-12-06 05:43:44,Sin sesión,,,,13,AGUA-01,,22.69,22.5,12.35,1404.0,8.76,25.0
2025-12-06T06:43:45,2025-12-06 06:44:29,Sin sesión,,,,13,AGUA-01,,22.56,22.25,12.34,1378.0,8.76,22.0
2025-12-06T07:44:55,2025-12-06 07:45:40,Sin sesión,,,,13,AGUA-01,,22.5,22.25,12.35,1375.0,8.76,25.0
2025-12-06T08:46:16,2025-12-06 08:47:01,Sin sesión,,,,13,AGUA-01,,22.56,25.25,12.38,1375.0,8.72,25.0
2025-12-06T09:48:14,2025-12-06 09:48:58,Sin sesión,,,,13,AGUA-01,,22.75,30.0,12.4,1382.0,8.65,24.0
2025-12-06T10:50:33,2025-12-06 10:51:18,Sin sesión,,,,13,AGUA-01,,23.5,36.0,12.44,1408.0,8.6,31.0
2025-12-06T11:52:37,2025-12-06 11:53:22,Sin sesión,,,,13,AGUA-01,,23.56,35.25,12.42,1420.0,8.65,29.0
2025-12-06T12:54:00,2025-12-06 12:54:44,Sin sesión,,,,13,AGUA-01,,24.06,32.25,12.41,1413.0,8.8,31.0
2025-12-06T13:55:54,2025-12-06 13:56:39,Sin sesión,,,,13,AGUA-01,,24.0,32.5,12.42,1416.0,8.76,27.0
2025-12-06T14:56:55,2025-12-06 14:57:40,Sin sesión,,,,13,AGUA-01,,23.94,33.25,12.42,1392.0,8.68,25.0
