fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-26T04:01:44,2025-11-26 09:02:08,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.25,8.05,14.62,15.16,89.94,31.0
2025-11-26T04:31:36,2025-11-26 09:02:12,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.0,8.05,14.62,15.46,89.21,31.0
2025-11-26T05:01:28,2025-11-26 09:02:17,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.25,8.05,14.62,15.6,89.48,31.0
2025-11-26T05:31:22,2025-11-26 09:02:23,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.25,8.05,14.62,15.23,89.89,31.0
2025-11-26T06:01:14,2025-11-26 09:02:27,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.0,8.05,14.62,14.84,90.78,31.0
2025-11-26T06:31:07,2025-11-26 09:02:31,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,15.75,8.05,14.62,15.23,90.53,31.0
2025-11-26T07:01:00,2025-11-26 09:02:36,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,15.75,8.05,14.62,14.9,91.95,31.0
2025-11-26T07:30:54,2025-11-26 09:02:40,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,15.75,8.05,14.62,15.22,89.84,31.0
2025-11-26T08:00:47,2025-11-26 09:02:44,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,16.25,8.05,14.62,15.25,88.57,31.0
2025-11-26T08:30:41,2025-11-26 09:02:49,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,16.5,8.05,14.62,15.45,88.14,31.0
2025-11-26T09:00:34,2025-11-26 09:02:54,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,16.5,8.05,14.62,15.71,86.7,31.0
2025-11-26T09:32:39,2025-11-26 09:33:15,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,17.25,8.05,14.62,15.96,84.79,31.0
2025-11-26T10:02:58,2025-11-26 21:01:07,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,17.75,8.05,14.62,16.36,82.05,31.0
2025-11-26T10:32:53,2025-11-26 21:01:12,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,18.5,8.05,14.62,16.52,82.47,31.0
2025-11-26T11:02:47,2025-11-26 21:01:16,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,18.75,8.05,14.62,16.76,81.71,31.0
2025-11-26T11:32:41,2025-11-26 21:01:20,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,19.5,8.05,14.62,17.38,77.28,31.0
2025-11-26T12:02:36,2025-11-26 21:01:24,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,20.75,8.05,14.62,18.2,74.83,31.0
2025-11-26T12:32:33,2025-11-26 21:01:29,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,22.75,8.05,14.62,20.49,68.8,31.0
2025-11-26T13:02:32,2025-11-26 21:01:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,25.75,8.05,14.62,21.32,65.97,31.0
2025-11-26T13:32:28,2025-11-26 21:01:37,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,27.5,8.05,14.62,21.58,66.01,31.0
2025-11-26T14:02:25,2025-11-26 21:01:41,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,29.5,8.05,14.62,23.01,62.9,31.0
2025-11-26T14:32:15,2025-11-26 21:01:46,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,28.75,8.05,14.62,24.33,59.64,31.0
2025-11-26T15:02:12,2025-11-26 21:01:50,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,30.5,8.05,14.62,24.13,60.94,31.0
2025-11-26T15:32:04,2025-11-26 21:01:55,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,29.5,8.13,14.62,24.85,58.31,31.0
2025-11-26T16:02:00,2025-11-26 21:01:59,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,30.75,8.05,14.62,25.47,57.22,31.0
2025-11-26T16:31:53,2025-11-26 21:02:03,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,31.75,8.05,14.62,27.67,50.54,31.0
2025-11-26T17:01:49,2025-11-26 21:02:07,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,33.5,8.05,14.62,27.66,46.91,31.0
2025-11-26T17:31:40,2025-11-26 21:02:12,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,32.5,8.05,14.62,26.87,47.56,31.0
2025-11-26T18:01:32,2025-11-26 21:02:16,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,32.25,8.14,14.62,28.01,44.21,31.0
2025-11-26T18:31:29,2025-11-26 21:02:20,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,33.25,8.05,14.62,27.71,45.78,31.0
2025-11-26T19:01:20,2025-11-26 21:02:24,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,32.25,8.05,14.62,26.57,46.0,31.0
2025-11-26T19:31:10,2025-11-26 21:02:29,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,30.0,8.13,14.62,24.46,50.78,31.0
2025-11-26T20:00:58,2025-11-26 21:02:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,25.75,8.05,14.62,18.95,63.95,31.0
2025-11-26T20:30:42,2025-11-26 21:02:37,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,21.25,8.05,14.62,17.86,67.14,31.0
2025-11-26T21:00:31,2025-11-26 21:02:41,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,19.0,8.05,14.62,16.65,72.86,31.0
2025-11-26T21:32:23,2025-11-26 21:32:58,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,17.5,8.05,14.62,15.89,74.69,31.0
2025-11-26T22:02:39,2025-11-27 09:01:24,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,16.5,8.05,14.62,15.38,75.39,31.0
2025-11-26T22:32:31,2025-11-27 09:01:28,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.0,16.0,8.05,14.62,15.04,77.73,31.0
2025-11-26T23:02:23,2025-11-27 09:01:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,15.25,8.05,14.62,14.37,78.4,31.0
2025-11-26T23:32:15,2025-11-27 09:01:38,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,14.75,8.05,14.62,14.13,81.57,31.0
2025-11-27T00:02:08,2025-11-27 09:01:42,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,14.25,8.05,14.62,12.96,86.44,31.0
2025-11-27T00:31:59,2025-11-27 09:01:47,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,13.25,8.05,14.62,12.2,92.54,31.0
2025-11-27T01:01:51,2025-11-27 09:01:52,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,12.5,8.05,14.62,11.23,91.79,31.0
2025-11-27T01:31:41,2025-11-27 09:01:57,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.75,8.05,14.62,11.22,94.29,31.0
2025-11-27T02:01:34,2025-11-27 09:02:01,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.5,8.05,14.62,10.75,93.53,31.0
2025-11-27T02:31:27,2025-11-27 09:02:06,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.25,8.05,14.62,10.7,98.03,31.0
2025-11-27T03:01:20,2025-11-27 09:02:10,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,10.75,8.05,14.62,10.02,96.99,31.0
2025-11-27T03:31:13,2025-11-27 09:02:14,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,10.75,8.05,14.62,11.03,96.13,31.0
2025-11-27T04:01:07,2025-11-27 09:02:19,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.0,8.05,14.62,10.9,96.12,31.0
2025-11-27T04:31:00,2025-11-27 09:02:24,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.25,8.05,14.62,11.31,95.38,31.0
2025-11-27T05:00:54,2025-11-27 09:02:28,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.5,8.05,14.62,11.07,96.57,31.0
2025-11-27T05:30:48,2025-11-27 09:02:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.5,8.05,14.62,11.41,95.87,31.0
2025-11-27T06:00:40,2025-11-27 09:02:37,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.5,8.05,14.62,10.75,98.13,31.0
2025-11-27T06:30:32,2025-11-27 09:02:41,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.0,8.05,14.62,10.4,99.93,31.0
2025-11-27T07:00:25,2025-11-27 09:02:46,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,11.0,8.05,14.62,10.05,98.74,31.0
2025-11-27T07:30:22,2025-11-27 09:02:50,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,13.5,8.05,14.62,15.72,78.88,31.0
2025-11-27T08:00:23,2025-11-27 09:02:55,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,16.5,8.05,14.62,14.62,86.01,31.0
2025-11-27T08:30:24,2025-11-27 09:02:59,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,19.75,8.05,14.62,15.53,84.75,31.0
2025-11-27T09:00:22,2025-11-27 09:03:03,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,23.25,8.05,14.62,16.74,81.15,31.0
2025-11-27T09:32:54,2025-11-27 09:33:30,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,25.75,8.05,14.62,17.49,77.83,31.0
2025-11-27T10:03:13,2025-11-27 21:01:10,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,25.75,8.05,14.62,18.23,76.55,31.0
2025-11-27T10:33:05,2025-11-27 21:01:14,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.11,25.75,8.05,14.62,19.65,70.46,31.0
2025-11-27T11:02:57,2025-11-27 21:01:18,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,25.5,8.05,14.62,20.39,69.47,31.0
2025-11-27T11:32:51,2025-11-27 21:01:23,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,26.0,8.05,14.62,21.65,66.38,31.0
2025-11-27T12:02:45,2025-11-27 21:01:27,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",1.1,26.5,8.05,14.62,22.95,63.63,31.0
