fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS18B20 [Grados celcius (°C)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],ENV-20-EC-K1.0 [Electroconductividad ambiental (µS/cm)],ENV-20-pH [pH ambiental (pH)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-20 00:50:45,2025-11-20T00:51:28,Sin sesión,,,,13,AGUA-02,,25.06,22.0,12.21,1606.0,8.13,23.0
2025-11-20 01:51:31,2025-11-20T01:52:15,Sin sesión,,,,13,AGUA-02,,25.06,21.25,12.22,1609.0,8.1,19.0
2025-11-20 02:52:19,2025-11-20T02:53:22,Sin sesión,,,,13,AGUA-02,,24.31,20.5,12.2,1581.0,8.07,21.0
2025-11-20 03:53:24,2025-11-20T03:54:07,Sin sesión,,,,13,AGUA-02,,23.69,20.25,12.19,1573.0,8.03,19.0
2025-11-20 04:54:09,2025-11-20T04:54:53,Sin sesión,,,,13,AGUA-02,,23.12,19.5,12.17,1569.0,8.01,19.0
2025-11-20 05:54:57,2025-11-20T05:55:49,Sin sesión,,,,13,AGUA-02,,22.94,19.0,12.17,1549.0,7.97,20.0
2025-11-20 06:55:53,2025-11-20T06:56:37,Sin sesión,,,,13,AGUA-02,,22.75,19.0,12.18,1543.0,7.96,20.0
2025-11-20 07:56:43,2025-11-20T07:57:35,Sin sesión,,,,13,AGUA-02,,23.06,20.0,12.19,1541.0,7.96,19.0
2025-11-20 08:57:48,2025-11-20T08:58:40,Sin sesión,,,,13,AGUA-02,,22.06,21.5,12.21,1538.0,7.98,17.0
2025-11-20 09:58:54,2025-11-20T09:59:37,Sin sesión,,,,13,AGUA-02,,22.0,23.5,12.23,1542.0,8.0,19.0
2025-11-20 10:59:47,2025-11-20T11:00:30,Sin sesión,,,,13,AGUA-02,,22.19,24.75,12.24,1544.0,8.04,23.0
2025-11-20 12:00:42,2025-11-20T12:01:34,Sin sesión,,,,13,AGUA-02,,22.5,26.0,12.24,1540.0,8.08,17.0
2025-11-20 13:01:45,2025-11-20T13:02:29,Sin sesión,,,,13,AGUA-02,,22.94,27.75,12.25,1590.0,8.08,23.0
2025-11-20 14:02:36,2025-11-20T14:03:19,Sin sesión,,,,13,AGUA-02,,23.06,28.5,12.26,1593.0,8.1,21.0
2025-11-20 15:03:21,2025-11-20T15:04:04,Sin sesión,,,,13,AGUA-02,,23.06,26.75,12.26,1585.0,8.16,23.0
