fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SDS198 [Material particulado PM 100 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-11-24T11:21:37,2025-11-24 11:21:37,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,24.0,44.0,38.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143588, 30143589, 30143590, 30143591, 30143592, 30143593, 30143594, 30143595, 30143596, 30143597, 30143598, 30143599, 30143600, 30143601, 30143602, 30143603, 30143604, 30143605"
2025-11-24T11:21:16,2025-11-24 11:21:16,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,25.0,47.0,40.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143570, 30143571, 30143572, 30143573, 30143574, 30143575, 30143576, 30143577, 30143578, 30143579, 30143580, 30143581, 30143582, 30143583, 30143584, 30143585, 30143586, 30143587"
2025-11-24T11:20:29,2025-11-24 11:20:29,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,19.0,27.0,26.0,32.0,18.0,-33.391315,-70.5,0.0,0.0,"30143544, 30143545, 30143546, 30143547, 30143548, 30143549, 30143550, 30143551, 30143552, 30143553, 30143554, 30143555, 30143556, 30143557, 30143558, 30143559, 30143560, 30143561"
2025-11-24T11:20:13,2025-11-24 11:20:13,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,24.0,23.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143526, 30143527, 30143528, 30143529, 30143530, 30143531, 30143532, 30143533, 30143534, 30143535, 30143536, 30143537, 30143538, 30143539, 30143540, 30143541, 30143542, 30143543"
2025-11-24T11:20:06,2025-11-24 11:20:06,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,24.0,23.0,33.0,18.0,-33.391315,-70.5,0.0,0.0,"30143508, 30143509, 30143510, 30143511, 30143512, 30143513, 30143514, 30143515, 30143516, 30143517, 30143518, 30143519, 30143520, 30143521, 30143522, 30143523, 30143524, 30143525"
2025-11-24T11:19:42,2025-11-24 11:19:42,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,24.0,23.0,33.0,18.0,-33.391315,-70.5,0.0,0.0,"30143490, 30143491, 30143492, 30143493, 30143494, 30143495, 30143496, 30143497, 30143498, 30143499, 30143500, 30143501, 30143502, 30143503, 30143504, 30143505, 30143506, 30143507"
2025-11-24T11:19:37,2025-11-24 11:19:37,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,23.0,23.0,32.0,18.0,-33.391315,-70.5,0.0,0.0,"30143472, 30143473, 30143474, 30143475, 30143476, 30143477, 30143478, 30143479, 30143480, 30143481, 30143482, 30143483, 30143484, 30143485, 30143486, 30143487, 30143488, 30143489"
2025-11-24T11:19:32,2025-11-24 11:19:32,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,24.0,24.0,32.0,18.0,-33.391315,-70.5,0.0,0.0,"30143422, 30143423, 30143424, 30143425, 30143426, 30143427, 30143428, 30143429, 30143430, 30143431, 30143432, 30143433, 30143434, 30143435, 30143436, 30143437, 30143438, 30143439"
2025-11-24T11:18:59,2025-11-24 11:18:59,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,23.0,23.0,28.0,18.0,-33.391315,-70.5,0.0,0.0,"30143404, 30143405, 30143406, 30143407, 30143408, 30143409, 30143410, 30143411, 30143412, 30143413, 30143414, 30143415, 30143416, 30143417, 30143418, 30143419, 30143420, 30143421"
2025-11-24T11:18:33,2025-11-24 11:18:33,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,24.0,24.0,27.0,18.0,-33.391315,-70.5,0.0,0.0,"30143386, 30143387, 30143388, 30143389, 30143390, 30143391, 30143392, 30143393, 30143394, 30143395, 30143396, 30143397, 30143398, 30143399, 30143400, 30143401, 30143402, 30143403"
2025-11-24T11:18:27,2025-11-24 11:18:27,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,23.0,26.0,18.0,-33.391315,-70.5,0.0,0.0,"30143368, 30143369, 30143370, 30143371, 30143372, 30143373, 30143374, 30143375, 30143376, 30143377, 30143378, 30143379, 30143380, 30143381, 30143382, 30143383, 30143384, 30143385"
2025-11-24T11:18:21,2025-11-24 11:18:21,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,16.0,25.0,25.0,27.0,18.0,-33.391315,-70.5,0.0,0.0,"30143350, 30143351, 30143352, 30143353, 30143354, 30143355, 30143356, 30143357, 30143358, 30143359, 30143360, 30143361, 30143362, 30143363, 30143364, 30143365, 30143366, 30143367"
2025-11-24T11:18:00,2025-11-24 11:18:00,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,13.0,22.0,22.0,26.0,18.0,-33.391315,-70.5,0.0,0.0,"30143332, 30143333, 30143334, 30143335, 30143336, 30143337, 30143338, 30143339, 30143340, 30143341, 30143342, 30143343, 30143344, 30143345, 30143346, 30143347, 30143348, 30143349"
2025-11-24T11:17:39,2025-11-24 11:17:39,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,22.0,50.0,18.0,-33.391315,-70.5,0.0,0.0,"30143314, 30143315, 30143316, 30143317, 30143318, 30143319, 30143320, 30143321, 30143322, 30143323, 30143324, 30143325, 30143326, 30143327, 30143328, 30143329, 30143330, 30143331"
2025-11-24T11:17:34,2025-11-24 11:17:34,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,22.0,49.0,18.0,-33.391315,-70.5,0.0,0.0,"30143296, 30143297, 30143298, 30143299, 30143300, 30143301, 30143302, 30143303, 30143304, 30143305, 30143306, 30143307, 30143308, 30143309, 30143310, 30143311, 30143312, 30143313"
2025-11-24T11:17:02,2025-11-24 11:17:02,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,22.0,50.0,18.0,-33.391315,-70.5,0.0,0.0,"30143278, 30143279, 30143280, 30143281, 30143282, 30143283, 30143284, 30143285, 30143286, 30143287, 30143288, 30143289, 30143290, 30143291, 30143292, 30143293, 30143294, 30143295"
2025-11-24T11:16:49,2025-11-24 11:16:49,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,22.0,21.0,48.0,18.0,-33.391315,-70.5,0.0,0.0,"30143260, 30143261, 30143262, 30143263, 30143264, 30143265, 30143266, 30143267, 30143268, 30143269, 30143270, 30143271, 30143272, 30143273, 30143274, 30143275, 30143276, 30143277"
2025-11-24T11:16:35,2025-11-24 11:16:35,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,11.0,23.0,22.0,48.0,18.0,-33.391315,-70.5,0.0,0.0,"30143242, 30143243, 30143244, 30143245, 30143246, 30143247, 30143248, 30143249, 30143250, 30143251, 30143252, 30143253, 30143254, 30143255, 30143256, 30143257, 30143258, 30143259"
2025-11-24T11:16:30,2025-11-24 11:16:30,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,22.0,22.0,49.0,18.0,-33.391315,-70.5,0.0,0.0,"30143224, 30143225, 30143226, 30143227, 30143228, 30143229, 30143230, 30143231, 30143232, 30143233, 30143234, 30143235, 30143236, 30143237, 30143238, 30143239, 30143240, 30143241"
2025-11-24T11:15:47,2025-11-24 11:15:47,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,22.0,22.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143206, 30143207, 30143208, 30143209, 30143210, 30143211, 30143212, 30143213, 30143214, 30143215, 30143216, 30143217, 30143218, 30143219, 30143220, 30143221, 30143222, 30143223"
2025-11-24T11:15:41,2025-11-24 11:15:41,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,17.0,22.0,22.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143156, 30143157, 30143158, 30143159, 30143160, 30143161, 30143162, 30143163, 30143164, 30143165, 30143166, 30143167, 30143168, 30143169, 30143170, 30143171, 30143172, 30143173"
2025-11-24T11:15:25,2025-11-24 11:15:25,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,23.0,23.0,29.0,18.0,-33.391315,-70.5,0.0,0.0,"30143100, 30143101, 30143102, 30143103, 30143104, 30143105, 30143106, 30143107, 30143108, 30143109, 30143110, 30143111, 30143112, 30143113, 30143114, 30143115, 30143116, 30143117"
2025-11-24T11:14:37,2025-11-24 11:14:37,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,23.0,23.0,29.0,18.0,-33.391315,-70.5,0.0,0.0,"30143082, 30143083, 30143084, 30143085, 30143086, 30143087, 30143088, 30143089, 30143090, 30143091, 30143092, 30143093, 30143094, 30143095, 30143096, 30143097, 30143098, 30143099"
2025-11-24T11:14:28,2025-11-24 11:14:28,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,13.0,23.0,23.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143064, 30143065, 30143066, 30143067, 30143068, 30143069, 30143070, 30143071, 30143072, 30143073, 30143074, 30143075, 30143076, 30143077, 30143078, 30143079, 30143080, 30143081"
2025-11-24T11:14:09,2025-11-24 11:14:09,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,22.0,22.0,29.0,18.0,-33.391315,-70.5,0.0,0.0,"30143046, 30143047, 30143048, 30143049, 30143050, 30143051, 30143052, 30143053, 30143054, 30143055, 30143056, 30143057, 30143058, 30143059, 30143060, 30143061, 30143062, 30143063"
2025-11-24T11:13:38,2025-11-24 11:13:38,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,23.0,29.0,18.0,-33.391315,-70.5,0.0,0.0,"30143028, 30143029, 30143030, 30143031, 30143032, 30143033, 30143034, 30143035, 30143036, 30143037, 30143038, 30143039, 30143040, 30143041, 30143042, 30143043, 30143044, 30143045"
2025-11-24T11:13:34,2025-11-24 11:13:34,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,24.0,24.0,30.0,18.0,-33.391315,-70.5,0.0,0.0,"30143010, 30143011, 30143012, 30143013, 30143014, 30143015, 30143016, 30143017, 30143018, 30143019, 30143020, 30143021, 30143022, 30143023, 30143024, 30143025, 30143026, 30143027"
2025-11-24T11:12:55,2025-11-24 11:12:55,Sin sesión,,,,18,HIRIPRO-06,,23.25,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,23.0,23.0,31.0,18.0,-33.391315,-70.5,0.0,0.0,"30142992, 30142993, 30142994, 30142995, 30142996, 30142997, 30142998, 30142999, 30143000, 30143001, 30143002, 30143003, 30143004, 30143005, 30143006, 30143007, 30143008, 30143009"
2025-11-24T11:12:14,2025-11-24 11:12:14,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,24.0,24.0,29.0,18.0,-33.391315,-70.5,0.0,0.0,"30142974, 30142975, 30142976, 30142977, 30142978, 30142979, 30142980, 30142981, 30142982, 30142983, 30142984, 30142985, 30142986, 30142987, 30142988, 30142989, 30142990, 30142991"
2025-11-24T11:12:07,2025-11-24 11:12:07,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,14.0,22.0,22.0,28.0,18.0,-33.391315,-70.5,0.0,0.0,"30142956, 30142957, 30142958, 30142959, 30142960, 30142961, 30142962, 30142963, 30142964, 30142965, 30142966, 30142967, 30142968, 30142969, 30142970, 30142971, 30142972, 30142973"
2025-11-24T11:11:37,2025-11-24 11:11:37,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,15.0,22.0,22.0,33.0,18.0,-33.391315,-70.5,0.0,0.0,"30142938, 30142939, 30142940, 30142941, 30142942, 30142943, 30142944, 30142945, 30142946, 30142947, 30142948, 30142949, 30142950, 30142951, 30142952, 30142953, 30142954, 30142955"
2025-11-24T11:10:54,2025-11-24 11:10:54,Sin sesión,,,,18,HIRIPRO-06,,"23.25, 23.25","0.0, 0.0","6.0, 6.0","-33.391315, -33.391315","-70.5, -70.5","53456.0, 53456.0","1.0, 1.0","0.0, 0.0","0.0, 0.0","14.0, 14.0","23.0, 20.0","23.0, 20.0","32.0, 35.0","18.0, 18.0","-33.391315, -33.391315","-70.5, -70.5","0.0, 0.0","0.0, 0.0","30142902, 30142903, 30142904, 30142905, 30142906, 30142920, 30142921, 30142922, 30142923, 30142924, 30142907, 30142908, 30142909, 30142910, 30142911, 30142925, 30142926, 30142927, 30142928, 30142929, 30142912, 30142930, 30142913, 30142931, 30142914, 30142915, 30142916, 30142917, 30142918, 30142932, 30142933, 30142934, 30142935, 30142936, 30142919, 30142937"
2025-11-24T11:10:30,2025-11-24 11:10:30,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,22.0,22.0,31.0,18.0,-33.391315,-70.5,0.0,0.0,"30142852, 30142853, 30142854, 30142855, 30142856, 30142857, 30142858, 30142859, 30142860, 30142861, 30142862, 30142863, 30142864, 30142865, 30142866, 30142867, 30142868, 30142869"
2025-11-24T11:09:35,2025-11-24 11:09:35,Sin sesión,,,,18,HIRIPRO-06,,"23.0, 23.0","0.0, 0.0","6.0, 6.0","-33.391315, -33.391315","-70.5, -70.5","53456.0, 53456.0","1.0, 1.0","0.0, 0.0","0.0, 0.0","11.0, 11.0","21.0, 22.0","21.0, 22.0","33.0, 33.0","18.0, 18.0","-33.391315, -33.391315","-70.5, -70.5","0.0, 0.0","0.0, 0.0","30142808, 30142809, 30142810, 30142811, 30142812, 30142834, 30142835, 30142836, 30142837, 30142838, 30142813, 30142814, 30142815, 30142816, 30142817, 30142839, 30142840, 30142841, 30142842, 30142843, 30142818, 30142844, 30142819, 30142845, 30142820, 30142821, 30142822, 30142823, 30142824, 30142846, 30142847, 30142848, 30142849, 30142850, 30142825, 30142851"
2025-11-24T11:09:31,2025-11-24 11:09:31,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,13.0,21.0,21.0,36.0,18.0,-33.391315,-70.5,0.0,0.0,"30142790, 30142791, 30142792, 30142793, 30142794, 30142795, 30142796, 30142797, 30142798, 30142799, 30142800, 30142801, 30142802, 30142803, 30142804, 30142805, 30142806, 30142807"
2025-11-24T11:08:35,2025-11-24 11:08:35,Sin sesión,,,,18,HIRIPRO-06,,"23.0, 23.0","0.0, 0.0","6.0, 6.0","-33.391315, -33.391315","-70.5, -70.5","53456.0, 53456.0","1.0, 1.0","0.0, 0.0","0.0, 0.0","13.0, 15.0","22.0, 24.0","22.0, 23.0","34.0, 36.0","18.0, 18.0","-33.391315, -33.391315","-70.5, -70.5","0.0, 0.0","0.0, 0.0","30142754, 30142755, 30142756, 30142757, 30142758, 30142772, 30142773, 30142774, 30142775, 30142776, 30142759, 30142760, 30142761, 30142762, 30142763, 30142777, 30142778, 30142779, 30142780, 30142781, 30142764, 30142782, 30142765, 30142783, 30142766, 30142767, 30142768, 30142769, 30142770, 30142784, 30142785, 30142786, 30142787, 30142788, 30142771, 30142789"
2025-11-24T11:08:24,2025-11-24 11:08:24,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,11.0,21.0,20.0,35.0,18.0,-33.391315,-70.5,0.0,0.0,"30142736, 30142737, 30142738, 30142739, 30142740, 30142741, 30142742, 30142743, 30142744, 30142745, 30142746, 30142747, 30142748, 30142749, 30142750, 30142751, 30142752, 30142753"
2025-11-24T11:07:51,2025-11-24 11:07:51,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,8.0,20.0,20.0,35.0,18.0,-33.391315,-70.5,0.0,0.0,"30142718, 30142719, 30142720, 30142721, 30142722, 30142723, 30142724, 30142725, 30142726, 30142727, 30142728, 30142729, 30142730, 30142731, 30142732, 30142733, 30142734, 30142735"
2025-11-24T11:06:47,2025-11-24 11:06:47,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,22.0,22.0,37.0,18.0,-33.391315,-70.5,0.0,0.0,"30142700, 30142701, 30142702, 30142703, 30142704, 30142705, 30142706, 30142707, 30142708, 30142709, 30142710, 30142711, 30142712, 30142713, 30142714, 30142715, 30142716, 30142717"
2025-11-24T11:06:42,2025-11-24 11:06:42,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,11.0,21.0,20.0,36.0,18.0,-33.391315,-70.5,0.0,0.0,"30142682, 30142683, 30142684, 30142685, 30142686, 30142687, 30142688, 30142689, 30142690, 30142691, 30142692, 30142693, 30142694, 30142695, 30142696, 30142697, 30142698, 30142699"
2025-11-24T11:06:25,2025-11-24 11:06:25,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,12.0,23.0,22.0,37.0,18.0,-33.391315,-70.5,0.0,0.0,"30142664, 30142665, 30142666, 30142667, 30142668, 30142669, 30142670, 30142671, 30142672, 30142673, 30142674, 30142675, 30142676, 30142677, 30142678, 30142679, 30142680, 30142681"
2025-11-24T11:05:56,2025-11-24 11:05:56,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,11.0,22.0,22.0,45.0,18.0,-33.391315,-70.5,0.0,0.0,"30142638, 30142639, 30142640, 30142641, 30142642, 30142643, 30142644, 30142645, 30142646, 30142647, 30142648, 30142649, 30142650, 30142651, 30142652, 30142653, 30142654, 30142655"
2025-11-24T11:05:29,2025-11-24 11:05:29,Sin sesión,,,,18,HIRIPRO-06,,23.0,0.0,6.0,-33.391315,-70.5,53456.0,1.0,0.0,0.0,9.0,20.0,20.0,37.0,18.0,-33.391315,-70.5,0.0,0.0,"30142588, 30142589, 30142590, 30142591, 30142592, 30142593, 30142594, 30142595, 30142596, 30142597, 30142598, 30142599, 30142600, 30142601, 30142602, 30142603, 30142604, 30142605"
2025-11-24T11:04:45,2025-11-24 11:04:45,Sin sesión,,,,18,HIRIPRO-06,,"23.0, 23.0","0.0, 0.0","6.0, 6.0","-33.391315, -33.391315","-70.5, -70.5","53456.0, 53456.0","1.0, 1.0","0.0, 0.0","0.0, 0.0","14.0, 14.0","24.0, 24.0","23.0, 24.0","37.0, 43.0","18.0, 18.0","-33.391315, -33.391315","-70.5, -70.5","0.0, 0.0","0.0, 0.0","30142552, 30142553, 30142554, 30142555, 30142556, 30142570, 30142571, 30142572, 30142573, 30142574, 30142557, 30142558, 30142559, 30142560, 30142561, 30142575, 30142576, 30142577, 30142578, 30142579, 30142562, 30142580, 30142563, 30142581, 30142564, 30142565, 30142566, 30142567, 30142568, 30142582, 30142583, 30142584, 30142585, 30142586, 30142569, 30142587"
